"NULL_PREDICTORxdataset","NULL_PREDICTORxk_fold","NULL_PREDICTORxresponse_mean","NULL_PREDICTORxresponse_sd","num_training_samples","superset_num_coefficients","NULL_PREDICTORxsuperset_predictor_matrix","NULL_PREDICTORxadded_predictor","added_predictor_coefficient","added_predictor_pvalue","superset_anova_pvalue","NULL_PREDICTORxsuperset_mse","NULL_PREDICTORxsuperset_test_sd","NULL_PREDICTORxmse_diff","NULL_PREDICTORxmse_ratio","RESPONSE_VARIABLExstd_mse_diff","NULL_PREDICTORxstd_mse_ratio","superset_r_sq","superset_r_sq_adj","r_sq_diff","r_sq_ratio","r_sq_adj_diff","r_sq_adj_ratio","aic_diff","aic_ratio","aic_corrected_diff","aic_corrected_ratio","bic_diff","bic_ratio","superset_normality_pvalue","normality_pvalue_diff","normality_pvalue_ratio","added_predictor_vif","mean_vif","max_vif","null_ptransform_pvalue","response_est_ptransform","NULL_PREDICTORxadded_predictor_est_ptransform"
"1024",3,1,1.41967592592593,0.228687345923568,120,3,"TTF","Petal.Length",0.760228349368979,2.8254044613036e-47,5.16924317437814,0.00755975339424228,0.235694734660416,0.0461986741491848,7.11113507807953,0.196010633057827,0.833351604359014,0.830502913835236,-0.830607279771052,0.00329311730319708,-0.836209908530427,-0.00687173350041166,212.69452050894,0.622965193690811,212.51915947151,0.622930316619485,209.907028766158,0.622307623439507,0.730133747192471,-0.646319109980344,0.114793539586978,1.16942251860588,1.16942251860588,1.16942251860588,0,0.112609479595851,1.00458422927432
"1025",3,1,1.41967592592593,0.228687345923568,120,3,"TFT","Petal.Width",0.638353313471689,1.3799177321709e-33,4.43108300104015,0.0182322022936415,0.235694734660416,0.0355262252497856,2.94854273102134,0.150729821355454,0.714742130413082,0.70986592751416,-0.71199780582512,0.00383960098500931,-0.715572922209351,-0.00803953883964554,148.193632610177,0.703389373105429,148.018271572747,0.703433335184257,145.406140867395,0.704014484241963,0.0190794714233099,0.0647351657888173,4.39292239038281,1.11632130836264,1.11632130836264,1.11632130836264,0,-0.409823172113735,-0.447484994971373
"1026",3,1,1.41967592592593,0.228687345923568,120,3,"TTF","Sepal.Width",0.406115081752023,1.62294020255291e-12,0.554343710133202,0.00755975339424228,0.235694734660416,0.00247994435155394,1.32804566792387,0.0105218487596975,0.833351604359014,0.830502913835236,-0.0890733721745105,0.893114296884299,-0.088391815276288,0.893568326126518,49.3844597649393,0.912458204482164,49.2090987275093,0.912689004968938,46.5969680221572,0.916156597059892,0.730133747192471,-0.0944420299206513,0.870651054983005,1.16942251860588,1.16942251860588,1.16942251860588,0,0.112609479595851,1.08781020861625
"1027",3,1,1.41967592592593,0.228687345923568,120,3,"FTT","Petal.Width",-0.172414051391257,0.17407896816359,0.0250381896273792,0.00927776335493737,0.235694734660416,0.000761934390858853,1.08212479255071,0.00323271706496384,0.74830143284952,0.74399889324011,-0.00402320066501627,0.994623556112012,-0.00188779468116151,0.997462637783048,-0.0970640566589509,1.00018860469627,-0.272425094088931,1.00052988043088,-2.88455579944099,1.00569754625344,0.852372153578718,-0.216680436306898,0.745791277440075,14.4118341478129,14.4118341478129,14.4118341478129,0,0.00554522090821284,-0.424115443321509
"1028",3,1,1.41967592592593,0.228687345923568,120,4,"TTT","Petal.Width",-0.33122824930256,0.00125692731706901,0.0893406772158825,0.00567393108388958,0.235694734660416,0.0018858223103527,1.33236609371363,0.00800112193032124,0.847707094006512,0.84376848436875,-0.0143554896474984,0.983065507238296,-0.0132655705335134,0.984278186754702,8.80965975247091,0.984623605198268,8.5964663491726,0.984976559904277,6.02216800968893,0.989280279617263,0.97066527064129,-0.240531523448819,0.752199310386466,14.9067292648578,10.577374078765,15.6158130732581,0,0.0241304322242916,-0.546637594691084
"1029",3,1,1.41967592592593,0.228687345923568,120,3,"TFT","Sepal.Width",0.296206439581135,1.53694644328817e-05,0.308924333064363,0.0182322022936415,0.235694734660416,-0.000585964496683813,0.967861013867306,-0.00248611619401705,0.714742130413082,0.70986592751416,-0.0496387558653683,0.930550119052476,-0.047600659961805,0.932944154499012,17.251399206138,0.965471199786287,17.0760381687081,0.965786766497465,14.463907463356,0.970557590725675,0.0190794714233099,0.0819747618232121,5.29649019118324,1.11632130836264,1.11632130836264,1.11632130836264,0,-0.409823172113735,0.916672910259043
"1030",3,1,1.41967592592593,0.228687345923568,120,3,"FTT","Petal.Length",0.844649814573271,8.00086375675768e-09,0.517778985896526,0.00927776335493737,0.235694734660416,0.00836847444202027,1.90199265942333,0.0355055638136227,0.74830143284952,0.74399889324011,-0.0831980583018064,0.888817454237673,-0.0817336256877549,0.890142812804727,32.2707632833031,0.937294836862264,32.0954022458731,0.937572837670918,29.4832715405211,0.94176493193948,0.852372153578718,-0.751317920332196,0.118556469521255,14.4118341478129,14.4118341478129,14.4118341478129,0,0.00554522090821284,0.779814732554018
"1031",3,1,1.41967592592593,0.228687345923568,120,4,"TTT","Petal.Length",1.11150489139797,1.66741626996501e-17,0.827500850553868,0.00567393108388958,0.235694734660416,0.0125582712097519,3.21332811838507,0.0532819336326947,0.847707094006512,0.84376848436875,-0.132964963593431,0.843147515771044,-0.13390255685459,0.841304149970988,73.3105476512342,0.872043648053445,73.0973542479359,0.872252891118992,70.5230559084521,0.874465900210942,0.97066527064129,-0.951585799217981,0.0196560771260567,15.6158130732581,10.577374078765,15.6158130732581,0,0.0241304322242916,0.183490769637997
"1032",3,1,1.41967592592593,0.228687345923568,120,4,"TTT","Sepal.Width",0.436327196995416,2.56671976511259e-14,0.618646197721705,0.00567393108388958,0.235694734660416,0.00360383227104779,1.63515615853714,0.0152902536250549,0.847707094006512,0.84376848436875,-0.0994056611569927,0.882735838994608,-0.0997695911286399,0.881757149055785,58.2911835740691,0.898258471123844,58.0779901707708,0.898501178185323,55.5036918312871,0.901201020017414,0.97066527064129,-0.118293117062572,0.878131915666026,1.20957989817913,10.577374078765,15.6158130732581,0,0.0241304322242916,1.10153647380842
"1033",3,2,1.43819444444444,0.226684381802565,120,2,"TFF","Sepal.Width",-0.188672274639082,0.0931329012655134,0.144976299922322,0.0609037832435784,0.243140607268296,-0.00150515284234387,0.975286381860316,-0.0061904626267672,0.0237086514634939,0.0154349959674218,-0.0237086514634939,0,-0.0154349959674218,0,0.879306912443042,0.997530665784617,0.740816401071129,0.997917585691904,-1.908184830339,1.0054439353834,0.081585820593252,-0.0547230383374348,0.329257977188734,0,0,0,0,-0.204922459735303,0.242399946657242
"1034",3,2,1.43819444444444,0.226684381802565,120,2,"FTF","Petal.Length",0.657185078885102,3.25274153196881e-36,4.51885905842803,0.0102549727843553,0.243140607268296,0.0491436576168793,5.7921782583228,0.202120321113829,0.738990127947296,0.736778179879053,-0.738990127947296,0,-0.736778179879053,0,159.183645810164,0.690542018506061,159.045155298792,0.69060561681543,156.396154067382,0.692629728348333,0.620617181927466,-0.593754399671649,0.0432839809113707,0,0,0,0,0.209083189304126,2.49505341005643
"1035",3,2,1.43819444444444,0.226684381802565,120,2,"FFT","Petal.Width",0.582926841396045,1.97377837920676e-28,3.95476055540408,0.0155680633523198,0.243140607268296,0.0438305670489148,3.81541551167851,0.180268395071291,0.646740465026948,0.643746740154296,-0.646740465026948,0,-0.643746740154296,0,122.866271877151,0.74299933940421,122.727781365779,0.743105312288961,120.078780134369,0.745866449793346,0.322562998938016,-0.295700216682199,0.0832791806383816,0,0,0,0,-0.502534888791949,0.69376573992225
"1036",3,2,1.43819444444444,0.226684381802565,120,3,"TTF","Petal.Length",0.785461770417515,3.08029522427715e-46,4.93080714853736,0.00766783112363888,0.243140607268296,0.0532359521199396,7.94276533501375,0.218951300311576,0.830066574662063,0.827161729784491,-0.806357923198569,0.0285623493189642,-0.81172673381707,0.0186601911230144,207.802517202658,0.63148603962227,207.627156165228,0.63145897131835,205.015025459876,0.630956461134798,0.562850549274976,-0.481264728681724,0.144951125477882,1.30913819714891,1.30913819714891,1.30913819714891,0,0.0033379492755894,1.19708551141461
"1037",3,2,1.43819444444444,0.226684381802565,120,3,"TFT","Petal.Width",0.649099111061458,1.24586727303003e-30,4.0524095185217,0.0135144490544532,0.243140607268296,0.0473893341891253,4.50656797019113,0.194905058112457,0.686418107515648,0.681057733285146,-0.662709456052154,0.0345396649708187,-0.665622737317725,0.0226632709872769,134.284061044605,0.726160325126261,134.108700007175,0.726229161116241,131.496569301823,0.727192486079733,0.0536448774127494,0.0279409431805026,1.52085016367028,1.21004296002485,1.21004296002485,1.21004296002485,0,-0.674391123820306,-0.454612804199327
"1038",3,2,1.43819444444444,0.226684381802565,120,3,"TTF","Sepal.Width",0.42310722927867,1.53411871316608e-12,0.556924390031653,0.00766783112363888,0.243140607268296,0.00258714166071639,1.33740201355512,0.0106405165709798,0.830066574662063,0.827161729784491,-0.0910764467147667,0.890278142145591,-0.0903835499054383,0.890730498461302,49.498178304937,0.912220650817015,49.322817267507,0.912451327904436,46.7106865621549,0.915917006409393,0.562850549274976,0.0577666326524898,1.10263227552483,1.30913819714891,1.30913819714891,1.30913819714891,0,0.0033379492755894,0.96055808994313
"1039",3,2,1.43819444444444,0.226684381802565,120,3,"FTT","Petal.Width",-0.228373759021646,0.0689254921202781,0.0446871030069687,0.0100415198829247,0.243140607268296,0.000213452901430574,1.02125703119839,0.000877899022416431,0.746298018620966,0.741961232614487,-0.00730789067366966,0.990207811770459,-0.00518305273543374,0.99301438874755,1.40775448722184,0.997270750476731,1.23239344979186,0.997608329050402,-1.3797372555602,1.00271901393477,0.764627469733796,-0.14401028780633,0.811659542055862,13.5832060020315,13.5832060020315,13.5832060020315,0,-0.14830057672097,-0.551871601137865
"1040",3,2,1.43819444444444,0.226684381802565,120,4,"TTT","Petal.Width",-0.42158736689593,3.04721095963242e-05,0.145222464730551,0.00768632026666632,0.243140607268296,-1.84891430274423e-05,0.997594539079041,-7.60430075221474e-05,0.853815482606402,0.850034848535878,-0.0237489079443394,0.972184964517343,-0.0228731187513869,0.97309155172781,16.0644523794836,0.972300646003392,15.8512589761852,0.972633780954688,13.2769606367016,0.976658260913041,0.943357454351085,-0.380506905076109,0.596646103424442,14.2440490661826,10.3424765819247,15.4105509726862,0,-0.164161597704657,-0.60118519834738
"1041",3,2,1.43819444444444,0.226684381802565,120,3,"TFT","Sepal.Width",0.268489918990455,0.00019477642194633,0.242625263039937,0.0135144490544532,0.243140607268296,0.0020536142978666,1.15195693805882,0.00844620041439858,0.686418107515648,0.681057733285146,-0.0396776424886996,0.942196101684577,-0.0373109931308508,0.945216108257258,12.2970960798969,0.974923064091042,12.1217350424669,0.975254569083696,9.50960433711487,0.980271032686647,0.0536448774127494,0.268918121525267,6.01293197962188,1.21004296002485,1.21004296002485,1.21004296002485,0,-0.674391123820306,0.760018701427718
"1042",3,2,1.43819444444444,0.226684381802565,120,3,"FTT","Petal.Length",0.889009962349409,5.27869252576381e-10,0.608785606030917,0.0100415198829247,0.243140607268296,0.00552654346939507,1.55036922037995,0.0227298250649541,0.746298018620966,0.741961232614487,-0.0995575535940175,0.866598126874324,-0.0982144924601913,0.867628538873779,37.7251284202349,0.926861331510026,37.5497673828049,0.9271282334154,34.9376366774528,0.931149267303516,0.764627469733796,-0.44206447079578,0.421856409435978,13.5832060020315,13.5832060020315,13.5832060020315,0,-0.14830057672097,0.56719943508573
"1043",3,2,1.43819444444444,0.226684381802565,120,4,"TTT","Petal.Length",1.22786828224021,5.99572644340767e-21,1.02362009474622,0.00768632026666632,0.243140607268296,0.00582812878778684,1.75824693554105,0.0239701991915967,0.853815482606402,0.850034848535878,-0.167397375090754,0.803941977510471,-0.168977115250732,0.80121154380696,89.5829085375367,0.845535432082576,89.3697151342384,0.845708709695862,86.7954167947547,0.847408150991528,0.943357454351085,-0.889712576938336,0.056865907154622,15.4105509726862,10.3424765819247,15.4105509726862,0,-0.164161597704657,0.0241602290953784
"1044",3,2,1.43819444444444,0.226684381802565,120,4,"TTT","Sepal.Width",0.470763192627334,1.45822195621672e-15,0.657459751755235,0.00768632026666632,0.243140607268296,0.00235519961625837,1.30641445250106,0.00968657454104122,0.853815482606402,0.850034848535878,-0.107517463985436,0.874074122365147,-0.108073615921391,0.872859782034183,64.1548761971987,0.889380068214197,63.9416827939004,0.889608636128357,61.3673844544167,0.892112244994956,0.943357454351085,-0.178729984617289,0.810538429740577,1.37282970690528,10.3424765819247,15.4105509726862,0,-0.164161597704657,0.994598914666044
"1045",3,3,1.42916666666667,0.233709014624944,120,2,"TFF","Sepal.Width",-0.178493872421033,0.126338866576976,0.127992915113947,0.0468973168185802,0.218416079848593,-0.000776560645740706,0.983441256378381,-0.00355541884223462,0.0196919189890043,0.0113842233872161,-0.0196919189890043,0,-0.0113842233872161,0,0.38660660108053,0.998889934322033,0.248116089708617,0.999286882869078,-2.40088514170151,1.00700582036002,0.109171499983399,-0.0885494058286259,0.188896315960746,0,0,0,0,-0.0886844166240041,-0.00699114798907385
"1046",3,3,1.42916666666667,0.233709014624944,120,2,"FTF","Petal.Length",0.674566498840153,1.1376697066922e-39,5.01680250186142,0.013668987908091,0.218416079848593,0.0324517682647486,3.3741163927389,0.148577743393455,0.771843256812612,0.769909725090685,-0.771843256812612,0,-0.769909725090685,0,175.326689932829,0.664904252112627,175.188199421457,0.664950014498549,172.539198190047,0.666680275490742,0.553131388810332,-0.532509294655559,0.0372824514608119,0,0,0,0,0.340941050789741,2.4536712357155
"1047",3,3,1.42916666666667,0.233709014624944,120,2,"FFT","Petal.Width",0.608979368977485,3.02013875383311e-31,4.44163754689463,0.018581615092727,0.218416079848593,0.0275391410801125,2.48206390793723,0.126085685171178,0.683353189308196,0.68066974175996,-0.683353189308196,0,-0.68066974175996,0,135.996194572011,0.71894831219833,135.857704060639,0.719036007832867,133.208702829229,0.721500292577453,0.166362701429262,-0.145740607274489,0.123958639632582,0,0,0,0,-0.353337081737413,0.792666427530717
"1048",3,3,1.42916666666667,0.233709014624944,120,3,"TTF","Petal.Length",0.777089208271934,6.29886007824296e-49,5.37392743389054,0.00881803581565808,0.218416079848593,0.0380792810029221,5.31834047842097,0.174342846137148,0.846479429741066,0.843855146488777,-0.826787510752062,0.0232633166230961,-0.832470923101561,0.0134907317145426,220.483878926718,0.612341153817317,220.308517889288,0.612296890570953,217.696387183936,0.61153048325512,0.839393017194945,-0.730221517211546,0.130060052617812,1.23887481530928,1.23887481530928,1.23887481530928,0,0.140922212835383,1.22202129256728
"1049",3,3,1.42916666666667,0.233709014624944,120,3,"TFT","Petal.Width",0.669248635515577,9.58427136449127e-34,4.56045765360377,0.0169000881165356,0.218416079848593,0.0299972287020446,2.77497469215526,0.137339836530528,0.72132577573491,0.716562113781661,-0.701633856745906,0.0272996191893206,-0.705177890394445,0.0158872806254517,148.938813522695,0.700452359879646,148.763452485265,0.700493476852138,146.151321779913,0.701030312302671,0.391053395403025,-0.281881895419627,0.279172873236108,1.17626321985007,1.17626321985007,1.17626321985007,0,-0.46107372523181,-0.178332822769901
"1050",3,3,1.42916666666667,0.233709014624944,120,3,"TTF","Sepal.Width",0.386783273568429,1.08753914032556e-11,0.485117847143068,0.00881803581565808,0.218416079848593,0.00485095209243287,1.55011707752639,0.0222096839014581,0.846479429741066,0.843855146488777,-0.0746361729284539,0.911827540863828,-0.0739454213980915,0.912371902090337,45.5437955949697,0.919924053690139,45.3684345575397,0.920159768145117,42.7563038521876,0.923703278175109,0.839393017194945,-0.286261628384613,0.658965916417517,1.23887481530928,1.23887481530928,1.23887481530928,0,0.140922212835383,0.736454240655457
"1051",3,3,1.42916666666667,0.233709014624944,120,3,"FTT","Petal.Width",-0.24899389122949,0.0476389875842402,0.0491006903883686,0.0136759750991392,0.218416079848593,-6.98719104820847e-06,0.999489090101616,-3.19902776986514e-05,0.779397478205032,0.775626494926486,-0.00755422139241979,0.990307613761059,-0.00571676983580038,0.99262948097674,2.04043895123891,0.996115330169593,1.86507791380893,0.996445689483905,-0.747052791543183,1.0014452792093,0.840196298395905,-0.287064909585574,0.658335903010243,15.1226444678814,15.1226444678814,15.1226444678814,0,-0.0708660690619945,-0.327404287088735
"1052",3,3,1.42916666666667,0.233709014624944,120,4,"TTT","Petal.Width",-0.385143440817886,0.000176281411355017,0.1144258548812,0.00777256056692993,0.218416079848593,0.00104547524872815,1.1345084724301,0.0047866221637751,0.864084034359706,0.860568966282802,-0.0176046046186397,0.979626281798292,-0.016713819794025,0.980578175080819,12.6157325436212,0.97830011482258,12.4025391403229,0.978639984792144,9.82824080083924,0.982764223641273,0.895381061204146,-0.0559880440092007,0.937470149375389,15.525972132394,11.0500986989179,16.3524078058552,0,-0.095653576761449,-0.398821606572225
"1053",3,3,1.42916666666667,0.233709014624944,120,3,"TFT","Sepal.Width",0.268823133927249,0.000114392851669622,0.246813021823082,0.0169000881165356,0.218416079848593,0.00168152697619141,1.09949811886165,0.00769873251711621,0.72132577573491,0.716562113781661,-0.0379725864267143,0.947357230665954,-0.0358923720217006,0.949910312963271,13.3292255517644,0.973192091676932,13.1538645143344,0.973517230470054,10.5417338089824,0.978435645834214,0.391053395403025,-0.224690693973764,0.425421958701588,1.17626321985007,1.17626321985007,1.17626321985007,0,-0.46107372523181,0.553871481513979
"1054",3,3,1.42916666666667,0.233709014624944,120,3,"FTT","Petal.Length",0.925358152498936,8.62026896002922e-11,0.624265645355155,0.0136759750991392,0.218416079848593,0.00490563999358788,1.35870495215341,0.0224600679445785,0.779397478205032,0.775626494926486,-0.0960442888968364,0.876771106421812,-0.0949567531665256,0.877574123901575,41.370934312057,0.921236349521642,41.1955732746271,0.921492899453447,38.583442569275,0.92535487719222,0.840196298395905,-0.673833596966644,0.198004563632189,15.1226444678814,15.1226444678814,15.1226444678814,0,-0.0708660690619945,0.570788377583124
"1055",3,3,1.42916666666667,0.233709014624944,120,4,"TTT","Petal.Length",1.17314498195026,8.40734101203519e-20,0.927895635167972,0.00777256056692993,0.218416079848593,0.0091275275496057,2.1743269764202,0.0417896317703941,0.864084034359706,0.860568966282802,-0.142758258624796,0.834786602982914,-0.144006852501141,0.832660881180536,84.1607979476446,0.855237922523387,83.9476045443463,0.855422983193773,81.3733062048626,0.857295711843215,0.895381061204146,-0.50432766580112,0.436745216474783,16.3524078058552,11.0500986989179,16.3524078058552,0,-0.095653576761449,0.0608669124638372
"1056",3,3,1.42916666666667,0.233709014624944,120,4,"TTT","Sepal.Width",0.417460866207407,7.43415319956987e-14,0.5504430116359,0.00777256056692993,0.218416079848593,0.00590341453220923,1.75951991385266,0.0270282963429318,0.864084034359706,0.860568966282802,-0.0846865561546738,0.901992684985289,-0.0849424713563161,0.901294986590997,56.119089187352,0.903471495815543,55.9058957840537,0.90371723316931,53.33159744457,0.906472429294795,0.895381061204146,-0.0551847628082403,0.938367288298431,1.27191615850447,11.0500986989179,16.3524078058552,0,-0.095653576761449,0.766486411628235
"1057",3,4,1.43541666666667,0.230926700581812,120,2,"TFF","Sepal.Width",-0.188767617906333,0.116548355702732,0.131640288170155,0.0524641488120971,0.228215789180121,-0.000991187135142346,0.98110734363208,-0.00434320140032049,0.0207440505413538,0.0124452713086534,-0.0207440505413538,0,-0.0124452713086534,0,0.515467711461497,0.99853258840131,0.376977200089584,0.998925791836403,-2.27202403132054,1.00657220659689,0.147754408848806,-0.126864784421289,0.141380718113747,0,0,0,0,0.138664835270254,0.385142156209461
"1058",3,4,1.43541666666667,0.230926700581812,120,2,"FTF","Petal.Length",0.682565009969894,9.67656133820134e-39,4.8447011868188,0.0132558238079772,0.228215789180121,0.0382171378689775,3.88304509946631,0.167460533761818,0.763434414145497,0.761429621045035,-0.763434414145497,0,-0.761429621045035,0,170.983574904659,0.672285135952381,170.845084393287,0.672335866842208,168.196083161877,0.674145931528683,0.901024619124805,-0.880134994697289,0.0231842992789777,0,0,0,0,0.34438093453773,2.71069902509534
"1059",3,4,1.43541666666667,0.230926700581812,120,2,"FFT","Petal.Width",0.595261138318929,9.42788719182604e-30,4.2163297191448,0.0161379065465992,0.228215789180121,0.0353350551303555,3.18956870448613,0.154831772408468,0.664414808025176,0.661570865720304,-0.664414808025176,0,-0.661570865720304,0,129.025531527363,0.731077421835862,128.887041015991,0.731174515696455,126.238039784581,0.733794040190473,0.165033021676444,-0.144143397248928,0.126578452089858,0,0,0,0,-0.348990338546574,0.91502483053614
"1060",3,4,1.43541666666667,0.230926700581812,120,3,"TTF","Petal.Length",0.791068398870781,7.1219596339143e-48,5.19997512154626,0.00851949373796744,0.228215789180121,0.0439446550741296,6.15812986378388,0.192557470418692,0.840163000731668,0.837430744333918,-0.819418950190314,0.0246905071078928,-0.824985473025265,0.0148612543698192,215.516620801065,0.619761632475787,215.341259763635,0.619723993635465,212.729129058283,0.619059232007982,0.885723202861218,-0.737968794012413,0.166817814382082,1.2514276855831,1.2514276855831,1.2514276855831,0,0.00861987919698737,1.42856985338862
"1061",3,4,1.43541666666667,0.230926700581812,120,3,"TFT","Petal.Width",0.652180286849275,9.5446103091262e-32,4.3037165203701,0.0134411008042262,0.228215789180121,0.0390230480078709,3.90326280386211,0.170991885127946,0.698929386164599,0.69378287994519,-0.678185335623245,0.0296797515628689,-0.681337608636537,0.0179382796382012,139.533785602995,0.715707488961081,139.358424565565,0.715765236399087,136.746293860213,0.716557534007545,0.0858641971210413,0.0618902117277644,1.72079182945738,1.17601045355113,1.17601045355113,1.17601045355113,0,-0.545844339582422,-0.10638979494632
"1062",3,4,1.43541666666667,0.230926700581812,120,3,"TTF","Sepal.Width",0.406127308448289,1.39018326231123e-11,0.486914222897615,0.00851949373796744,0.228215789180121,0.00473633007000976,1.55594031942322,0.020753735256554,0.840163000731668,0.837430744333918,-0.0767285865861709,0.908674166180431,-0.0760011232888834,0.909244885259934,45.048513607867,0.920520407150134,44.873152570437,0.920757483859793,42.2610218650849,0.924321853820958,0.885723202861218,0.0153014162635869,1.01727561862911,1.2514276855831,1.2514276855831,1.2514276855831,0,0.00861987919698737,1.01795262482519
"1063",3,4,1.43541666666667,0.230926700581812,120,3,"FTT","Petal.Width",-0.247793833900762,0.0377628503890029,0.054593446923781,0.0134561868720823,0.228215789180121,-0.00020036306410509,0.985109967183884,-0.00087795443437505,0.772037321644072,0.768140523723458,-0.0086029074985754,0.988856876141356,-0.00671090267842311,0.991263444029885,2.44522767709714,0.995335227961789,2.26986663966716,0.995665487963357,-0.342264065684958,1.00066352401194,0.924553511159701,-0.0235288920348954,0.974551076004912,13.383200342106,13.383200342106,13.383200342106,0,-0.0281463199892266,-0.327582699339164
"1064",3,4,1.43541666666667,0.230926700581812,120,4,"TTT","Petal.Width",-0.394911253252334,5.1828653995777e-05,0.134106251091962,0.00816712023906642,0.228215789180121,0.000352373498901019,1.04314537910382,0.00154403645850684,0.861295640968427,0.857708459269334,-0.0211326402367591,0.97546412726181,-0.020277714935416,0.976358266359306,15.0171744138057,0.974188896750877,14.8039810105074,0.974523342968604,12.2296826710237,0.978569256090356,0.96472465154353,-0.0790014486823121,0.918109847658695,13.837878124687,9.95237301019804,14.7252975028127,0,-0.237903150685029,-0.40636246186783
"1065",3,4,1.43541666666667,0.230926700581812,120,3,"TFT","Sepal.Width",0.264050862446811,0.000376678165869496,0.219027089395455,0.0134411008042262,0.228215789180121,0.00269680574237306,1.20063875583205,0.0118169113191576,0.698929386164599,0.69378287994519,-0.034514578139423,0.950617932479813,-0.032212014224886,0.953570468289113,11.0237217870938,0.977539765481859,10.8483607496638,0.977873736282894,8.23623004431175,0.982928258687381,0.0858641971210413,0.0791688245554031,1.9220236980007,1.17601045355113,1.17601045355113,1.17601045355113,0,-0.545844339582422,0.862996334021798
"1066",3,4,1.43541666666667,0.230926700581812,120,3,"FTT","Petal.Length",0.937539793119388,1.91432894493634e-11,0.682964914597787,0.0134561868720823,0.228215789180121,0.00268171967451694,1.19929268967576,0.0117508069189743,0.772037321644072,0.768140523723458,-0.107622513618897,0.860599338138586,-0.106569658003154,0.861262809717977,44.4032710543937,0.915291676452183,44.2279100169637,0.915542875967277,41.6157793116116,0.919322325603381,0.924553511159701,-0.759520489483256,0.178500237881783,13.383200342106,13.383200342106,13.383200342106,0,-0.0281463199892266,0.834940613672825
"1067",3,4,1.43541666666667,0.230926700581812,120,4,"TTT","Petal.Length",1.20791974486755,3.00768431507348e-21,1.03036485226813,0.00816712023906642,0.228215789180121,0.00527398056515975,1.6457576735472,0.0231096217492525,0.861295640968427,0.857708459269334,-0.162366254803828,0.811486036755897,-0.163925579324144,0.808879605240469,91.0000096118754,0.843591705134361,90.7868162085771,0.843761986868488,88.2125178690934,0.845420365275985,0.96472465154353,-0.878860454422489,0.089003838539485,14.7252975028127,9.95237301019804,14.7252975028127,0,-0.237903150685029,0.265699984692354
"1068",3,4,1.43541666666667,0.230926700581812,120,4,"TTT","Sepal.Width",0.445412814396601,3.56423253743511e-14,0.566427027065796,0.00816712023906642,0.228215789180121,0.00528906663301587,1.64760484457132,0.0231757261494359,0.861295640968427,0.857708459269334,-0.0892583193243546,0.896367385275521,-0.0895679355458763,0.895572983362928,57.6204603445756,0.900963549451184,57.4072669412773,0.901205949269007,54.8329686017936,0.903913180781473,0.96472465154353,-0.0401711403838297,0.958359993890944,1.29394340309436,9.95237301019804,14.7252975028127,0,-0.237903150685029,1.09124208872017
"1069",3,5,1.42106481481481,0.230387900786897,120,2,"TFF","Sepal.Width",-0.122716926493776,0.292904505563667,0.0591865346192257,0.0510249442956817,0.229842216101699,0.00150040078319352,1.02940524098368,0.00652795995723274,0.00937036732872099,0.000975200950150801,-0.00937036732872099,0,-0.000975200950150801,0,-0.870254550340121,1.00248323647238,-1.00874506171203,1.00288122434966,-3.65774629312216,1.01060595180995,0.0424707003336535,-0.0268704940691991,0.367316906523742,0,0,0,0,-0.163858168240924,0.447869968680416
"1070",3,5,1.42106481481481,0.230387900786897,120,2,"FTF","Petal.Length",0.671547539667176,9.0651529505481e-41,4.93557668871326,0.0171487127500087,0.229842216101699,0.0353766323288665,3.06293223547339,0.153917034602613,0.781396762791604,0.779544192984754,-0.781396762791604,0,-0.779544192984754,0,180.459627343333,0.660650878381752,180.321136831961,0.660693166746296,177.672135600551,0.662352920741589,0.240482909877108,-0.224882703612654,0.0648703322511629,0,0,0,0,0.272684475874806,2.51499427419787
"1071",3,5,1.42106481481481,0.230387900786897,120,2,"FFT","Petal.Width",0.591633211256574,1.46918488614552e-31,4.34048669666121,0.0212034957283528,0.229842216101699,0.0313218493505224,2.47720214401438,0.136275440960173,0.687182566014453,0.684531570811185,-0.687182566014453,0,-0.684531570811185,0,137.456264393946,0.718775823189066,137.317773882574,0.718862519215903,134.668772651164,0.721299960866465,0.218955158221024,-0.203354951956569,0.0712484071679502,0,0,0,0,-0.503690942056809,0.538097801120513
"1072",3,5,1.42106481481481,0.230387900786897,120,3,"TTF","Petal.Length",0.757415196108841,2.51168149077492e-50,5.3296991266375,0.0112468736141208,0.229842216101699,0.0397780706815609,4.53681138833269,0.17306686019752,0.853164295955434,0.850654283920484,-0.843793928626713,0.0109830748580816,-0.849679082970333,0.00114641278905492,227.083171767707,0.60680615853452,226.907810730277,0.606757607010447,224.295680024925,0.605926667572686,0.469358910920649,-0.426888210586996,0.0904866176937967,1.17801200195079,1.17801200195079,1.17801200195079,0,0.114522337795275,1.27711275321783
"1073",3,5,1.42106481481481,0.230387900786897,120,3,"TFT","Petal.Width",0.634353717805717,9.03700227832724e-34,4.48020862424284,0.0178892273098367,0.229842216101699,0.0331357169858449,2.85227211952439,0.144167235888394,0.718673603082327,0.713864604844418,-0.709303235753606,0.0130384186764789,-0.712889403894267,0.00136608671102742,149.059022014037,0.701589970794546,148.883660976607,0.701632077598188,146.271530271255,0.702184588085617,0.108007785482072,-0.0655370851484184,0.393218879028893,1.11377657778042,1.11377657778042,1.11377657778042,0,-0.566964441661051,-0.406054908927014
