"dataset" "response_mean" "response_sd" "predictors" "k_fold" "test_mean" "test_sd" "mse" "std_mse" "std_mse_sqrt" "num_training_samples" "num_coefficients" "r_sq" "r_sq_adj"
"1" 1 2550.37309811828 1103.03095290235 "000" 1 2451.79201612903 1006.0919534387 1019218.22425625 1013.04679037804 31.8283959755757 1488 1 0 0
"2" 1 2550.37309811828 1103.03095290235 "100" 1 2451.79201612903 1006.0919534387 19127.1946393416 19.0113782084901 4.36020391822333 1488 2 0.982634435681364 0.982622749568094
"3" 1 2550.37309811828 1103.03095290235 "010" 1 2451.79201612903 1006.0919534387 75399.9026455948 74.9433512393051 8.65698280229926 1488 2 0.935204690806164 0.935161086964176
"4" 1 2550.37309811828 1103.03095290235 "110" 1 2451.79201612903 1006.0919534387 11646.3246564227 11.5758053889776 3.40232352796991 1488 3 0.990112131390487 0.990098814395727
"5" 1 2550.37309811828 1103.03095290235 "001" 1 2451.79201612903 1006.0919534387 55441.5561813788 55.1058538853099 7.42333172405153 1488 2 0.952110293285747 0.952078066026854
"6" 1 2550.37309811828 1103.03095290235 "101" 1 2451.79201612903 1006.0919534387 17427.5169890515 17.321992218988 4.16196975229133 1488 3 0.98448768618598 0.984466794180843
"7" 1 2550.37309811828 1103.03095290235 "011" 1 2451.79201612903 1006.0919534387 18040.728850462 17.9314910419481 4.23455913194609 1488 3 0.984591349501206 0.984570597109962
"8" 1 2550.37309811828 1103.03095290235 "111" 1 2451.79201612903 1006.0919534387 11656.6225531442 11.5860409312522 3.40382739445646 1488 4 0.990118208609886 0.990098231942655
"9" 1 2522.27901209678 1083.21168153575 "000" 2 2564.16836021505 1091.91497835923 1190827.98820378 1090.5867323051 33.0240326475296 1488 1 0 0
"10" 1 2522.27901209678 1083.21168153575 "100" 2 2564.16836021505 1091.91497835923 20385.9043201539 18.6698641599248 4.32086382103449 1488 2 0.982227070336622 0.982215110087858
"11" 1 2522.27901209678 1083.21168153575 "010" 2 2564.16836021505 1091.91497835923 76555.433142888 70.1111667667794 8.37324111481208 1488 2 0.933058251416553 0.933013203133523
"12" 1 2522.27901209678 1083.21168153575 "110" 2 2564.16836021505 1091.91497835923 11288.0302394106 10.3378289181202 3.21524943326644 1488 3 0.989652471533565 0.98963853546829
"13" 1 2522.27901209678 1083.21168153575 "001" 2 2564.16836021505 1091.91497835923 56665.3437468576 51.895380931587 7.20384487142713 1488 2 0.950577406564116 0.950544147752921
"14" 1 2522.27901209678 1083.21168153575 "101" 2 2564.16836021505 1091.91497835923 17924.4171256083 16.4155794918598 4.05161443030551 1488 3 0.983988554819201 0.983966990583267
"15" 1 2522.27901209678 1083.21168153575 "011" 2 2564.16836021505 1091.91497835923 18304.3188001959 16.7635018870252 4.09432557169373 1488 3 0.984064635636393 0.984043173866207
"16" 1 2522.27901209678 1083.21168153575 "111" 2 2564.16836021505 1091.91497835923 11276.3558542997 10.3271372568258 3.21358635434397 1488 4 0.989653374770336 0.989632458412055
"17" 1 2522.43594758065 1079.09805259035 "000" 3 2563.54061827957 1108.14360333038 1226370.81201337 1106.68942935525 33.266941989838 1488 1 0 0
"18" 1 2522.43594758065 1079.09805259035 "100" 3 2563.54061827957 1108.14360333038 18874.0958370596 17.03217505415 4.12700557961217 1488 2 0.981794071088574 0.981781819454044
"19" 1 2522.43594758065 1079.09805259035 "010" 3 2563.54061827957 1108.14360333038 80026.4419930393 72.2166709734462 8.49803924287516 1488 2 0.933294063386934 0.933249173792982
"20" 1 2522.43594758065 1079.09805259035 "110" 3 2563.54061827957 1108.14360333038 12563.6765927212 11.3375888783392 3.36713362941526 1488 3 0.9898521670149 0.989838499899769
"21" 1 2522.43594758065 1079.09805259035 "001" 3 2563.54061827957 1108.14360333038 53642.0099755183 48.4070925593977 6.9575205755641 1488 2 0.949579223507414 0.949545292971416
"22" 1 2522.43594758065 1079.09805259035 "101" 3 2563.54061827957 1108.14360333038 17028.3539145346 15.366558867784 3.92002026369559 1488 3 0.983701070135246 0.983679118714553
"23" 1 2522.43594758065 1079.09805259035 "011" 3 2563.54061827957 1108.14360333038 20340.3716198565 18.3553571565329 4.28431524943402 1488 3 0.984380983343487 0.984359947630818
"24" 1 2522.43594758065 1079.09805259035 "111" 3 2563.54061827957 1108.14360333038 12552.6774878115 11.3276631747781 3.36565939672721 1488 4 0.989852713043858 0.989832199660523
"25" 1 2533.00728494624 1086.04456173795 "000" 4 2521.2552688172 1081.17733408581 1165940.21389351 1078.39868367142 32.8389811606788 1488 1 0 0
"26" 1 2533.00728494624 1086.04456173795 "100" 4 2521.2552688172 1081.17733408581 21298.8521304696 19.6996842784157 4.43843263758905 1488 2 0.982541806012788 0.982530057564614
"27" 1 2533.00728494624 1086.04456173795 "010" 4 2521.2552688172 1081.17733408581 76343.9986744034 70.6119119107839 8.40308942656116 1488 2 0.933358155233173 0.933313308769669
"28" 1 2533.00728494624 1086.04456173795 "110" 4 2521.2552688172 1081.17733408581 11840.488211458 10.9514765415146 3.3093015186765 1488 3 0.989837396742165 0.98982370973441
"29" 1 2533.00728494624 1086.04456173795 "001" 4 2521.2552688172 1081.17733408581 55005.0628647505 50.8751535299805 7.1326820712815 1488 2 0.950509740117072 0.95047643576991
"30" 1 2533.00728494624 1086.04456173795 "101" 4 2521.2552688172 1081.17733408581 19598.3010297972 18.1268145492234 4.2575596941468 1488 3 0.984454403091498 0.984433466260645
"31" 1 2533.00728494624 1086.04456173795 "011" 4 2521.2552688172 1081.17733408581 16847.7175560961 15.582751344248 3.94749937862541 1488 3 0.983847993212694 0.983826239668199
"32" 1 2533.00728494624 1086.04456173795 "111" 4 2521.2552688172 1081.17733408581 11898.8892342639 11.0054926783357 3.3174527394276 1488 4 0.989850709667679 0.989830192234393
"33" 1 2525.18906586021 1072.44360894786 "000" 5 2552.52814516129 1134.07364687337 1283413.14179902 1131.6841241637 33.6405131376395 1488 1 0 0
"34" 1 2525.18906586021 1072.44360894786 "100" 5 2552.52814516129 1134.07364687337 24601.1464797661 21.6927238787279 4.65754483378614 1488 2 0.98278379659494 0.982772210993725
