"dataset" "response_mean" "response_sd" "predictors" "k_fold" "test_mean" "test_sd" "mse" "std_mse" "std_mse_sqrt" "num_training_samples" "num_coefficients" "r_sq" "r_sq_adj"
"61" 2 0.487483530961792 0.230879108173417 "001010" 1 0.550434782608696 0.212747199955906 0.0467936525317979 0.219949557698039 0.468987801225191 198 3 0.0446894344199794 0.0348913773371075
"62" 2 0.487483530961792 0.230879108173417 "101010" 1 0.550434782608696 0.212747199955906 0.046834423115677 0.220141196337173 0.469192067640932 198 4 0.0450582885249151 0.0302911486567438
"63" 2 0.487483530961792 0.230879108173417 "011010" 1 0.550434782608696 0.212747199955906 0.0459523959495024 0.21599530315335 0.464752948514961 198 4 0.0581620797622046 0.0435975758410015
"64" 2 0.487483530961792 0.230879108173417 "111010" 1 0.550434782608696 0.212747199955906 0.0462743451631201 0.21750859786973 0.466378170447256 198 5 0.0657441272659481 0.0463813112507345
"65" 2 0.487483530961792 0.230879108173417 "000110" 1 0.550434782608696 0.212747199955906 0.0458549858173761 0.21553743516662 0.464260094307728 198 3 0.049542696544099 0.0397944165086539
"66" 2 0.487483530961792 0.230879108173417 "100110" 1 0.550434782608696 0.212747199955906 0.0458146177437618 0.215347688492527 0.464055695463946 198 4 0.0518129716430918 0.0371502856375727
"67" 2 0.487483530961792 0.230879108173417 "010110" 1 0.550434782608696 0.212747199955906 0.0444791543122929 0.209070456962591 0.457242230073503 198 4 0.0694827292903294 0.0550932869597676
"68" 2 0.487483530961792 0.230879108173417 "110110" 1 0.550434782608696 0.212747199955906 0.0444256951731735 0.208819176855823 0.456967369574484 198 5 0.100973165648074 0.0823404851433709
"69" 2 0.487483530961792 0.230879108173417 "001110" 1 0.550434782608696 0.212747199955906 0.0471609409881975 0.2216759656436 0.470824771697072 198 4 0.0550700883870795 0.0404577701662612
"70" 2 0.487483530961792 0.230879108173417 "101110" 1 0.550434782608696 0.212747199955906 0.0472846555134618 0.222257475178343 0.471441910714717 198 5 0.0585345449332453 0.0390223075225352
"71" 2 0.487483530961792 0.230879108173417 "011110" 1 0.550434782608696 0.212747199955906 0.0464203896345475 0.218195067404734 0.467113548727431 198 5 0.0793852087552754 0.0603051094548666
"72" 2 0.487483530961792 0.230879108173417 "111110" 1 0.550434782608696 0.212747199955906 0.0494555613632185 0.232461632272803 0.482142750928398 198 6 0.128778372441774 0.106090309224112
"73" 2 0.487483530961792 0.230879108173417 "000001" 1 0.550434782608696 0.212747199955906 0.0471489858729624 0.22161977164792 0.470765091789865 198 2 0.0321367697420556 0.0271986920366579
"74" 2 0.487483530961792 0.230879108173417 "100001" 1 0.550434782608696 0.212747199955906 0.0468662104179081 0.220290609829984 0.469351264864583 198 3 0.0434127077607873 0.0336015560455134
"75" 2 0.487483530961792 0.230879108173417 "010001" 1 0.550434782608696 0.212747199955906 0.0466282880238687 0.219172275985455 0.46815838771238 198 3 0.0359620355859991 0.0260744667202145
"76" 2 0.487483530961792 0.230879108173417 "110001" 1 0.550434782608696 0.212747199955906 0.0460032122040364 0.216234160607383 0.46500985001114 198 4 0.0597405830457192 0.0452004889691068
"77" 2 0.487483530961792 0.230879108173417 "001001" 1 0.550434782608696 0.212747199955906 0.0481730079950553 0.226433099965779 0.475849871246992 198 3 0.0344495150674013 0.0245464331706566
"78" 2 0.487483530961792 0.230879108173417 "101001" 1 0.550434782608696 0.212747199955906 0.0480052007481931 0.225644336367964 0.475020353635467 198 4 0.045917710389369 0.0311638605500294
"79" 2 0.487483530961792 0.230879108173417 "011001" 1 0.550434782608696 0.212747199955906 0.0478138327568602 0.224744827507812 0.474072597296883 198 4 0.038717541188085 0.0238523485260451
"80" 2 0.487483530961792 0.230879108173417 "111001" 1 0.550434782608696 0.212747199955906 0.0477105143864269 0.224259188352727 0.473560121159634 198 5 0.0635362990817859 0.0441277249694912
"81" 2 0.487483530961792 0.230879108173417 "000101" 1 0.550434782608696 0.212747199955906 0.0469870260293197 0.22085849326834 0.469955841828081 198 3 0.0347682148521142 0.0248684016711103
"82" 2 0.487483530961792 0.230879108173417 "100101" 1 0.550434782608696 0.212747199955906 0.0464562741282554 0.218363739395319 0.467294060945909 198 4 0.0507279140282081 0.0360484487812217
"83" 2 0.487483530961792 0.230879108173417 "010101" 1 0.550434782608696 0.212747199955906 0.046197181314166 0.217145895803756 0.465989158461606 198 4 0.0416805987414218 0.0268612265570108
"84" 2 0.487483530961792 0.230879108173417 "110101" 1 0.550434782608696 0.212747199955906 0.0450983329907306 0.211980853332395 0.460413784907006 198 5 0.0945830017131778 0.0758178825776995
"85" 2 0.487483530961792 0.230879108173417 "001101" 1 0.550434782608696 0.212747199955906 0.0483007287240447 0.227033440318159 0.476480262254544 198 4 0.0394077345219181 0.0245532149526695
"86" 2 0.487483530961792 0.230879108173417 "101101" 1 0.550434782608696 0.212747199955906 0.0480919710582963 0.226052192782155 0.475449463962423 198 5 0.0578106268308083 0.0382833859361099
"87" 2 0.487483530961792 0.230879108173417 "011101" 1 0.550434782608696 0.212747199955906 0.0479152290696695 0.225221432195584 0.474575001654727 198 5 0.0490544765140442 0.0293457610013818
"88" 2 0.487483530961792 0.230879108173417 "111101" 1 0.550434782608696 0.212747199955906 0.0503490307282034 0.236661308532562 0.486478476946886 198 6 0.122954159778932 0.100114424356508
"89" 2 0.487483530961792 0.230879108173417 "000011" 1 0.550434782608696 0.212747199955906 0.0460643419493674 0.216521495741963 0.46531870340871 198 3 0.0441129386740443 0.0343089688142908
"90" 2 0.487483530961792 0.230879108173417 "100011" 1 0.550434782608696 0.212747199955906 0.0462552496079268 0.217418840847323 0.466281932791013 198 4 0.0464331593395547 0.0316872803602695
"91" 2 0.487483530961792 0.230879108173417 "010011" 1 0.550434782608696 0.212747199955906 0.0447504759937477 0.210345781298286 0.458634692645776 198 4 0.0554717949507219 0.0408656886870734
"92" 2 0.487483530961792 0.230879108173417 "110011" 1 0.550434782608696 0.212747199955906 0.0450864754716862 0.211925118079254 0.460353253577353 198 5 0.0638755825674383 0.0444740402372297
"93" 2 0.487483530961792 0.230879108173417 "001011" 1 0.550434782608696 0.212747199955906 0.0469773660892346 0.220813087546962 0.469907530847253 198 4 0.0461652944931916 0.0314152732740143
"94" 2 0.487483530961792 0.230879108173417 "101011" 1 0.550434782608696 0.212747199955906 0.0472909188338655 0.222286915379695 0.471473133253311 198 5 0.0486876509305569 0.0289713328151279
"95" 2 0.487483530961792 0.230879108173417 "011011" 1 0.550434782608696 0.212747199955906 0.0459075525139096 0.215784520423415 0.464526124586567 198 5 0.0582029177179878 0.0386838072043709
"96" 2 0.487483530961792 0.230879108173417 "111011" 1 0.550434782608696 0.212747199955906 0.0466568375212499 0.219306470453759 0.468301687434243 198 6 0.0673546551397317 0.0430670159506622
"97" 2 0.487483530961792 0.230879108173417 "000111" 1 0.550434782608696 0.212747199955906 0.0459048431953775 0.215771785503601 0.464512416953089 198 4 0.0497654503575287 0.0350711016517175
"98" 2 0.487483530961792 0.230879108173417 "100111" 1 0.550434782608696 0.212747199955906 0.0459834350442869 0.216141199761113 0.464909883484007 198 5 0.0540478270461745 0.0344426006637117
"99" 2 0.487483530961792 0.230879108173417 "010111" 1 0.550434782608696 0.212747199955906 0.044119882432291 0.207381730248084 0.455391842535727 198 5 0.0735801454608766 0.0543797339678377
"100" 2 0.487483530961792 0.230879108173417 "110111" 1 0.550434782608696 0.212747199955906 0.044409472488247 0.208742923514158 0.456883927835241 198 6 0.101039369717015 0.077628936636729
"101" 2 0.487483530961792 0.230879108173417 "001111" 1 0.550434782608696 0.212747199955906 0.0471881122144708 0.221803681666555 0.470960382268568 198 5 0.0551562263966159 0.0355739720214161
"102" 2 0.487483530961792 0.230879108173417 "101111" 1 0.550434782608696 0.212747199955906 0.0475233325720291 0.223379356258878 0.472630253220081 198 6 0.0607619550655952 0.0363026309787617
"103" 2 0.487483530961792 0.230879108173417 "011111" 1 0.550434782608696 0.212747199955906 0.0462951106823835 0.217606204415281 0.466482801842984 198 6 0.0864665863940445 0.062676653748056
"104" 2 0.487483530961792 0.230879108173417 "111111" 1 0.550434782608696 0.212747199955906 0.0494723518362347 0.232540554453776 0.482224589225576 198 7 0.129344734582781 0.1019943073969
"105" 2 0.502635046113307 0.229998018833161 "000000" 2 0.490434782608696 0.2236093856768 0.0491499806450829 0.219802851728787 0.468831368115218 198 1 0 0
"106" 2 0.502635046113307 0.229998018833161 "100000" 2 0.490434782608696 0.2236093856768 0.0500208022780106 0.223697239391863 0.472966425226847 198 2 0.0117224001593951 0.00668016750714717
"107" 2 0.502635046113307 0.229998018833161 "010000" 2 0.490434782608696 0.2236093856768 0.0489472720314707 0.218896321741243 0.467863571718555 198 2 0.0114737458508251 0.00643024455414576
"108" 2 0.502635046113307 0.229998018833161 "110000" 2 0.490434782608696 0.2236093856768 0.0495839181450113 0.221743456764729 0.470896439532865 198 3 0.0391556142282192 0.0293008000151752
"109" 2 0.502635046113307 0.229998018833161 "001000" 2 0.490434782608696 0.2236093856768 0.0493832812069596 0.220846191484721 0.469942753412287 198 2 0.000416205572631371 -0.00468371174587556
"110" 2 0.502635046113307 0.229998018833161 "101000" 2 0.490434782608696 0.2236093856768 0.0502855408546987 0.224881172597022 0.474216377402787 198 3 0.0122115409055105 0.0020803772224901
"111" 2 0.502635046113307 0.229998018833161 "011000" 2 0.490434782608696 0.2236093856768 0.049147247812027 0.219790630269264 0.468818333973048 198 3 0.011796035499934 0.00166061022301023
"112" 2 0.502635046113307 0.229998018833161 "111000" 2 0.490434782608696 0.2236093856768 0.0498074895552369 0.222743286935314 0.471956869782943 198 4 0.0395217369111528 0.0246689802654491
"113" 2 0.502635046113307 0.229998018833161 "000100" 2 0.490434782608696 0.2236093856768 0.0492622621111277 0.220304983898709 0.469366577313201 198 2 0.00916265657849599 0.00410736401001899
"114" 2 0.502635046113307 0.229998018833161 "100100" 2 0.490434782608696 0.2236093856768 0.050553365297541 0.226078906055444 0.475477555785175 198 3 0.0303323764898136 0.0203870675307348
"115" 2 0.502635046113307 0.229998018833161 "010100" 2 0.490434782608696 0.2236093856768 0.0490508671629627 0.219359607891681 0.468358418192394 198 3 0.0282179323433464 0.0182509367776372
"116" 2 0.502635046113307 0.229998018833161 "110100" 2 0.490434782608696 0.2236093856768 0.0494387981092651 0.221094467746192 0.470206835069623 198 4 0.0961525586290285 0.0821755363397867
"117" 2 0.502635046113307 0.229998018833161 "001100" 2 0.490434782608696 0.2236093856768 0.0490732538202825 0.219459722908106 0.468465284634952 198 3 0.00946016993942706 -0.000699212932989024
"118" 2 0.502635046113307 0.229998018833161 "101100" 2 0.490434782608696 0.2236093856768 0.0502042965801718 0.224517841360809 0.473833136621753 198 4 0.0315249634825753 0.0165485453920997
"119" 2 0.502635046113307 0.229998018833161 "011100" 2 0.490434782608696 0.2236093856768 0.0486703467182394 0.217657888424175 0.466538196104215 198 4 0.0295897281404333 0.0145833837302338
"120" 2 0.502635046113307 0.229998018833161 "111100" 2 0.490434782608696 0.2236093856768 0.0483048602577076 0.216023402199791 0.464783177621341 198 5 0.106143823325385 0.0876183067103666
"121" 2 0.502635046113307 0.229998018833161 "000010" 2 0.490434782608696 0.2236093856768 0.0469896506520404 0.210141674106462 0.45841212255618 198 2 0.0440489240974103 0.0391716226897441
"122" 2 0.502635046113307 0.229998018833161 "100010" 2 0.490434782608696 0.2236093856768 0.0475699989669578 0.212737040634396 0.461234257871633 198 3 0.0462174007066901 0.0364350150729126
"123" 2 0.502635046113307 0.229998018833161 "010010" 2 0.490434782608696 0.2236093856768 0.0466555584387336 0.208647585598971 0.456779580978585 198 3 0.0608708657716666 0.0512387720872735
"124" 2 0.502635046113307 0.229998018833161 "110010" 2 0.490434782608696 0.2236093856768 0.0475247637100488 0.212534744756823 0.461014907304333 198 4 0.0722753612220131 0.0579291039213226
"125" 2 0.502635046113307 0.229998018833161 "001010" 2 0.490434782608696 0.2236093856768 0.047029931272636 0.210321812433276 0.458608561229809 198 3 0.0440987355367889 0.0342946200038329
"126" 2 0.502635046113307 0.229998018833161 "101010" 2 0.490434782608696 0.2236093856768 0.0476298169479756 0.213004551682006 0.46152416153654 198 4 0.0462946323530585 0.031546611203879
"127" 2 0.502635046113307 0.229998018833161 "011010" 2 0.490434782608696 0.2236093856768 0.0466713236094446 0.208718088769772 0.456856748631091 198 4 0.0608811007063118 0.0463586435007394
"128" 2 0.502635046113307 0.229998018833161 "111010" 2 0.490434782608696 0.2236093856768 0.0475644685397661 0.212712308098349 0.4612074458401 198 5 0.0723130273764703 0.0530863543687287
"129" 2 0.502635046113307 0.229998018833161 "000110" 2 0.490434782608696 0.2236093856768 0.0466891617352735 0.208797862370397 0.456944047308198 198 3 0.0489376620688432 0.0391831765516006
"130" 2 0.502635046113307 0.229998018833161 "100110" 2 0.490434782608696 0.2236093856768 0.0477021733222315 0.213328135479872 0.461874588475998 198 4 0.0550404898346926 0.0404277139043013
"131" 2 0.502635046113307 0.229998018833161 "010110" 2 0.490434782608696 0.2236093856768 0.0460709139993665 0.206033006440777 0.453908588198965 198 4 0.0723921828185827 0.0580477320374269
"132" 2 0.502635046113307 0.229998018833161 "110110" 2 0.490434782608696 0.2236093856768 0.0472562276439622 0.211333828859336 0.459710592502866 198 5 0.110215697204885 0.0917745717583541
"133" 2 0.502635046113307 0.229998018833161 "001110" 2 0.490434782608696 0.2236093856768 0.0465337242504249 0.208102732850774 0.456182784474353 198 4 0.0493668784168437 0.0346663662274135
"134" 2 0.502635046113307 0.229998018833161 "101110" 2 0.490434782608696 0.2236093856768 0.0475014025947613 0.21243027188232 0.460901585896946 198 5 0.0559545038934198 0.0363887941295528
"135" 2 0.502635046113307 0.229998018833161 "011110" 2 0.490434782608696 0.2236093856768 0.0457771190549805 0.204719130712812 0.452458982353994 198 5 0.0742377520352777 0.0550509696940399
"136" 2 0.502635046113307 0.229998018833161 "111110" 2 0.490434782608696 0.2236093856768 0.0465214838728626 0.208047992851712 0.456122782649268 198 6 0.118693233046296 0.0957425359902099
"137" 2 0.502635046113307 0.229998018833161 "000001" 2 0.490434782608696 0.2236093856768 0.0466893060874548 0.208798507925505 0.456944753690756 198 2 0.0258128326871198 0.0208424899967481
"138" 2 0.502635046113307 0.229998018833161 "100001" 2 0.490434782608696 0.2236093856768 0.047160016087942 0.210903562680083 0.459242379011436 198 3 0.0409344373125223 0.0310978674388046
"139" 2 0.502635046113307 0.229998018833161 "010001" 2 0.490434782608696 0.2236093856768 0.0469036747810483 0.20975718277247 0.457992557551397 198 3 0.0332592219121383 0.0233439318804679
"140" 2 0.502635046113307 0.229998018833161 "110001" 2 0.490434782608696 0.2236093856768 0.0472366103477973 0.211246098659168 0.459615163652341 198 4 0.0628400895785713 0.0483479260153533
"141" 2 0.502635046113307 0.229998018833161 "001001" 2 0.490434782608696 0.2236093856768 0.0467466194516029 0.209054818115592 0.457225128482231 198 3 0.0258849022921342 0.0158939782130793
"142" 2 0.502635046113307 0.229998018833161 "101001" 2 0.490434782608696 0.2236093856768 0.0472275075617633 0.211205390233596 0.459570876180809 198 4 0.0410272556727529 0.026197780245012
"143" 2 0.502635046113307 0.229998018833161 "011001" 2 0.490434782608696 0.2236093856768 0.0469534939665811 0.209979978364801 0.458235723579907 198 4 0.0333134257378616 0.0183646642801997
"144" 2 0.502635046113307 0.229998018833161 "111001" 2 0.490434782608696 0.2236093856768 0.0472950325162087 0.211507367515278 0.459899301494663 198 5 0.0629061231184375 0.0434844883644154
"145" 2 0.502635046113307 0.229998018833161 "000101" 2 0.490434782608696 0.2236093856768 0.046731123667349 0.208985519663709 0.457149340657634 198 3 0.0287176248206219 0.0187557543059617
"146" 2 0.502635046113307 0.229998018833161 "100101" 2 0.490434782608696 0.2236093856768 0.0474194435296165 0.21206374404228 0.460503793732777 198 4 0.0500259017419545 0.0353355806348714
"147" 2 0.502635046113307 0.229998018833161 "010101" 2 0.490434782608696 0.2236093856768 0.0470804640017776 0.210547799052704 0.458854877987261 198 4 0.0406905035605541 0.0258558206259236
"148" 2 0.502635046113307 0.229998018833161 "110101" 2 0.490434782608696 0.2236093856768 0.0476352040057357 0.213028643057883 0.461550260597785 198 5 0.101806621926146 0.0831912151266878
"149" 2 0.502635046113307 0.229998018833161 "001101" 2 0.490434782608696 0.2236093856768 0.046643384556683 0.208593142973436 0.456719983111574 198 4 0.0288771437525613 0.0138597799961577
"150" 2 0.502635046113307 0.229998018833161 "101101" 2 0.490434782608696 0.2236093856768 0.0472273383560582 0.211204633531436 0.459570052909713 198 5 0.0509218420383684 0.0312518284018578
