"dataset" "k_fold" "response_mean" "response_sd" "num_training_samples" "superset_num_coefficients" "subset_predictors" "superset_predictors" "added_predictor" "predictor_coefficient" "predictor_pvalue" "anova_pvalue" "superset_mse" "superset_test_sd" "mse_diff" "mse_ratio" "std_mse_diff" "std_mse_ratio" "superset_r_sq" "superset_r_sq_adj" "r_sq_diff" "r_sq_ratio" "r_sq_adj_diff" "r_sq_adj_ratio"
"204" 2 1 31.2121212121212 5.31021948798858 198 4 "000101" "000111" "stratum" -0.0408834106856485 0.0817321072549021 83.3110066176214 24.2836620503546 4.89318559898584 0.572474719155409 1.02357448056921 0.116994278588995 1.02357448056921 0.0497654503575287 0.0350711016517175 0.0149972355054144 1.43134902292812 0.0102026999806072 1.41026762055479
"205" 2 1 31.2121212121212 5.31021948798858 198 5 "100101" "110101" "induced" -2.07538938442623 0.00254863461578872 243.618998916156 23.8570181520964 4.89318559898584 0.718350861750551 1.03011067255643 0.146806379447253 1.03011067255643 0.0945830017131768 0.0758178825776985 0.0438550876849688 1.8645158888375 0.0397694337964769 2.1032217790518
"206" 2 1 31.2121212121212 5.31021948798858 198 5 "100101" "101101" "case" 0.991733406746049 0.22986864414615 39.3451135014302 25.4406526898386 4.89318559898584 -0.865283675991634 0.96598814949676 -0.176834427897232 0.96598814949676 0.0578106268308084 0.03828338593611 0.00708271280260037 1.13962160554566 0.00223493715488843 1.06199815055711
"207" 2 1 31.2121212121212 5.31021948798858 198 5 "100101" "100111" "stratum" -0.0242019791556546 0.41151556509102 18.4424186250762 24.3252371384277 4.89318559898584 0.250131875419292 1.01028281344169 0.0511184115867449 1.01028281344169 0.0540478270461743 0.0344426006637116 0.00331991301796635 1.06544548660369 -0.00160584811750997 0.955453059096776
"208" 2 1 31.2121212121212 5.31021948798858 198 5 "010101" "110101" "parity" 1.23429173339577 0.000945488729262226 293.877657817464 23.8570181520964 4.89318559898584 0.581290763097314 1.02436560845079 0.118795976841302 1.02436560845079 0.0945830017131768 0.0758178825776985 0.052902402971755 2.26923327805225 0.0489566560206878 2.82257708585203
"209" 2 1 31.2121212121212 5.31021948798858 198 5 "010101" "011101" "case" 1.02379407028074 0.222691110986072 40.9625613794451 25.3471561778551 4.89318559898584 -0.90884726266135 0.964144014567781 -0.185737337012052 0.964144014567781 0.0490544765140443 0.0293457610013819 0.00737387777262254 1.17691391187465 0.00248453444437113 1.09249519708633
"210" 2 1 31.2121212121212 5.31021948798858 198 5 "010101" "010111" "stratum" -0.066686049754184 0.010685497315952 177.204881985363 23.3394178066818 4.89318559898584 1.09889110851192 1.04708305569633 0.224575807780451 1.04708305569633 0.0735801454608763 0.0543797339678374 0.0318995467194545 1.76533321695672 0.0275185074108266 2.02446950262755
"211" 2 1 31.2121212121212 5.31021948798858 198 6 "110101" "111101" "case" 2.11992184336406 0.0135432741299605 157.60436225145 26.6346372552195 4.89318559898584 -2.77761910312308 0.895714025443363 -0.567650469603843 0.895714025443363 0.122954159778931 0.100114424356507 0.028371158065754 1.29996043212701 0.0242965417788085 1.32045924988619
"212" 2 1 31.2121212121212 5.31021948798858 198 6 "110101" "110111" "stratum" -0.0339432091785429 0.241734348703145 35.8657112038663 23.4926109462826 4.89318559898584 0.364407205813805 1.01551156687722 0.0744723858194414 1.01551156687722 0.101039369717014 0.0776289366367282 0.00645636800383757 1.06826139884434 0.0018110540590297 1.0238868984131
"213" 2 1 31.2121212121212 5.31021948798858 198 5 "001101" "101101" "parity" 0.569804638819125 0.0536453713599684 102.229739766102 25.4406526898386 4.89318559898584 0.110432805180917 1.00434080078555 0.0225686933280853 1.00434080078555 0.0578106268308084 0.03828338593611 0.0184028923088901 1.46698681190756 0.0137301709834404 1.55920053687094
"214" 2 1 31.2121212121212 5.31021948798858 198 5 "001101" "011101" "induced" -0.770818738928596 0.163347140666042 53.5885287428091 25.3471561778551 4.89318559898584 0.203929317164437 1.0080454515581 0.0416761868192168 1.0080454515581 0.0490544765140443 0.0293457610013819 0.009646741992126 1.24479311254902 0.00479254604871227 1.19519016381157
"215" 2 1 31.2121212121212 5.31021948798858 198 5 "001101" "001111" "stratum" -0.041933298097583 0.0744475190590469 87.4843040450287 24.962511361455 4.89318559898584 0.588574133564595 1.02357832211039 0.120284448986889 1.02357832211039 0.055156226396616 0.0355739720214162 0.0157484918746977 1.39962946527511 0.0110207570687466 1.44885189536242
"216" 2 1 31.2121212121212 5.31021948798858 198 6 "101101" "111101" "induced" -2.70154026269713 0.000212107607976433 361.878247666175 26.6346372552195 4.89318559898584 -1.19398456538089 0.955171735438337 -0.244009662259359 0.955171735438338 0.122954159778931 0.100114424356507 0.0651435329481224 2.12684356699288 0.061831038420397 2.6150880312307
"217" 2 1 31.2121212121212 5.31021948798858 198 6 "101101" "101111" "stratum" -0.0228369234566277 0.438272411097099 16.3948966468079 25.1398429306033 4.89318559898584 0.300809759235293 1.01196545897545 0.0614752400353744 1.01196545897545 0.0607619550655953 0.0363026309787619 0.00295132823478696 1.0510516560117 -0.00198075495734817 0.948260716524557
"218" 2 1 31.2121212121212 5.31021948798858 198 6 "011101" "111101" "parity" 1.5399906524868 8.28464142796124e-05 410.519458689469 26.6346372552195 4.89318559898584 -1.28748107736441 0.951661399964735 -0.26311715575049 0.951661399964735 0.122954159778931 0.100114424356507 0.0738996832648865 2.50648194652998 0.0707686633551251 3.41154636786528
"219" 2 1 31.2121212121212 5.31021948798858 198 6 "011101" "011111" "stratum" -0.0730206788477555 0.00556417303350411 207.827671484296 24.4901135509808 4.89318559898584 0.857042626874275 1.03499545337306 0.175150238946977 1.03499545337306 0.0864665863940444 0.0626766537480559 0.0374121098800001 1.76266454233365 0.033330892746674 2.13579922991619
"220" 2 1 31.2121212121212 5.31021948798858 198 7 "111101" "111111" "stratum" -0.0337699186611291 0.237871706990049 35.5002239967298 26.1708741213681 4.89318559898584 0.463763133851412 1.01772058249567 0.0947773438120825 1.01772058249567 0.12934473458278 0.101994307396899 0.00639057480384904 1.05197526310081 0.00187988304039166 1.01877734454825
"221" 2 1 31.2121212121212 5.31021948798858 198 4 "000011" "100011" "parity" 0.247011346170924 0.492870105835697 12.8890367260601 24.4690270425932 4.89318559898584 -0.100990151377932 0.995872735307287 -0.0206389374232732 0.995872735307287 0.0464331593395547 0.0316872803602696 0.00232022066551039 1.05259728177836 -0.00262168845402133 0.923585915152037
"222" 2 1 31.2121212121212 5.31021948798858 198 4 "000011" "010011" "induced" -0.827299597160512 0.128283405155909 63.0994792402398 23.6730018006924 4.89318559898584 0.695035090522826 1.02935982079393 0.14204143220459 1.02935982079393 0.0554717949507219 0.0408656886870733 0.0113588562766776 1.25749488966513 0.00655671987278239 1.19110804257257
"223" 2 1 31.2121212121212 5.31021948798858 198 4 "000011" "001011" "case" 0.5021032627692 0.51898689693769 11.4010231531647 24.851026661205 4.89318559898584 -0.482989769989778 0.980564594912943 -0.0987066115149773 0.980564594912943 0.0461652944931918 0.0314152732740145 0.00205235581914751 1.04652503054291 -0.00289369554027641 0.915657752468763
"224" 2 1 31.2121212121212 5.31021948798858 198 4 "000011" "000111" "spontaneous" -0.557952774845828 0.284044042158029 31.4002162664519 24.2836620503546 4.89318559898584 0.0843748408606579 1.00347455176594 0.0172433354823376 1.00347455176594 0.0497654503575287 0.0350711016517175 0.00565251168348443 1.12813727340297 0.000762132837426543 1.02221380775248
"225" 2 1 31.2121212121212 5.31021948798858 198 5 "100011" "110011" "induced" -1.09565293481483 0.0594094703842109 96.8942467057304 23.8507455245219 4.89318559898584 0.618281518071285 1.02592294305583 0.126355623665578 1.02592294305583 0.0638755825674381 0.0444740402372295 0.0174424232278834 1.37564584180738 0.0127867598769599 1.40352973595652
"226" 2 1 31.2121212121212 5.31021948798858 198 5 "100011" "101011" "case" 0.52676492808543 0.499657863680397 12.5239057418048 25.0168960631148 4.89318559898584 -0.547869020521588 0.978100040103322 -0.111965714244548 0.978100040103321 0.0486876509305572 0.0289713328151282 0.00225449159100247 1.04855348253424 -0.00271594754514137 0.914289029722263
"227" 2 1 31.2121212121212 5.31021948798858 198 5 "100011" "100111" "spontaneous" -0.662401198028552 0.21411554837244 42.3001713527883 24.3252371384277 4.89318559898584 0.143789904165473 1.00591114090059 0.0293857449828332 1.00591114090059 0.0540478270461743 0.0344426006637116 0.00761466770661965 1.16399202240225 0.00275532030344205 1.08695351169666
"228" 2 1 31.2121212121212 5.31021948798858 198 5 "010011" "110011" "parity" 0.502416480642119 0.189640047460527 46.6838041915507 23.8507455245219 4.89318559898584 -0.177743723829472 0.992547665914815 -0.0363247459622853 0.992547665914815 0.0638755825674381 0.0444740402372295 0.00840378761671626 1.15149658712471 0.00360835155015615 1.08829782798442
"229" 2 1 31.2121212121212 5.31021948798858 198 5 "010011" "011011" "case" 0.580411470904103 0.455299113644459 15.1716352560497 24.285095279858 4.89318559898584 -0.612093479165633 0.974795508433796 -0.125090999877972 0.974795508433796 0.0582029177179878 0.0386838072043709 0.00273112276726595 1.04923444012749 -0.00218188148270237 0.946608473934943
"230" 2 1 31.2121212121212 5.31021948798858 198 5 "010011" "010111" "spontaneous" -1.10778762307586 0.0535572621136537 100.593533297587 23.3394178066818 4.89318559898584 0.333583994010578 1.014292729869 0.0681731741546274 1.014292729869 0.0735801454608763 0.0543797339678374 0.0181083505101544 1.32644248354034 0.0135140452807641 1.33069417682514
"231" 2 1 31.2121212121212 5.31021948798858 198 6 "110011" "111011" "case" 0.656773985260466 0.398439216540384 19.3265644184157 24.6814670487411 4.89318559898584 -0.830721524219257 0.966342295513523 -0.169771104613614 0.966342295513523 0.0673546551397317 0.0430670159506622 0.00347907257229356 1.05446639282891 -0.00140702428656725 0.968363020785563
"232" 2 1 31.2121212121212 5.31021948798858 198 6 "110011" "110111" "spontaneous" -1.75811325565 0.00534870663092618 206.448216142004 23.4926109462826 4.89318559898584 0.358134578239252 1.01524456260133 0.0731904749972045 1.01524456260133 0.101039369717014 0.0776289366367282 0.0371637871495762 1.58181523605424 0.0331548963994988 1.74548874405489
"233" 2 1 31.2121212121212 5.31021948798858 198 5 "001011" "101011" "parity" 0.257799050211483 0.475255528517311 14.0119193147002 25.0168960631148 4.89318559898584 -0.165869401909742 0.99336970495895 -0.0338980401528444 0.99336970495895 0.0486876509305572 0.0289713328151282 0.00252235643736536 1.05463750345484 -0.0024439404588863 0.922205341409275
"234" 2 1 31.2121212121212 5.31021948798858 198 5 "001011" "011011" "induced" -0.853423395372966 0.117909561231242 66.8700913431248 24.285095279858 4.89318559898584 0.565931381346971 1.02330365085355 0.115657043841596 1.02330365085355 0.0582029177179878 0.0386838072043709 0.012037623224796 1.26075049140153 0.00726853393035642 1.23136943189887
"235" 2 1 31.2121212121212 5.31021948798858 198 5 "001011" "001111" "spontaneous" -0.743271914017125 0.176940171619291 49.9454440809641 24.962511361455 4.89318559898584 -0.111484700249928 0.99553391489199 -0.0227836647506354 0.99553391489199 0.055156226396616 0.0355739720214162 0.00899093190342415 1.19475521605846 0.00415869874740171 1.13237824516528
"236" 2 1 31.2121212121212 5.31021948798858 198 6 "101011" "111011" "induced" -1.13762352674738 0.0514037161448822 103.696905382341 24.6814670487411 4.89318559898584 0.335429014373616 1.01359031915369 0.0685502332965129 1.01359031915369 0.0673546551397317 0.0430670159506622 0.0186670042091745 1.38340326247818 0.014095683135534 1.48653899444259
"237" 2 1 31.2121212121212 5.31021948798858 198 6 "101011" "101111" "spontaneous" -0.886687490425812 0.117814303332381 67.0738571341453 25.1398429306033 4.89318559898584 -0.122946867488572 0.995109481478148 -0.0251261402212206 0.995109481478148 0.0607619550655953 0.0363026309787619 0.0120743041350382 1.24799520831801 0.00733129816363365 1.25305353434777
"238" 2 1 31.2121212121212 5.31021948798858 198 6 "011011" "111011" "parity" 0.525650329270983 0.171477808340715 50.8387333539167 24.6814670487411 4.89318559898584 -0.396371768883096 0.983940510177116 -0.0810048506979273 0.983940510177116 0.0673546551397317 0.0430670159506622 0.00915173742174387 1.15723846467779 0.00438320874629128 1.11330861833568
"239" 2 1 31.2121212121212 5.31021948798858 198 6 "011011" "011111" "spontaneous" -1.50219954272582 0.0157100351532473 157.007248919916 24.4901135509808 4.89318559898584 -0.205018271122782 0.991628529173783 -0.0418987318129265 0.991628529173783 0.0864665863940444 0.0626766537480559 0.0282636686760566 1.4856057012984 0.0239928465436849 1.62022971050724
"240" 2 1 31.2121212121212 5.31021948798858 198 7 "111011" "111111" "spontaneous" -2.56653017005121 0.000294882700085076 344.360526767901 26.1708741213681 4.89318559898584 -1.48940707262696 0.9430891354366 -0.304383932000384 0.9430891354366 0.12934473458278 0.101994307396899 0.0619900794430481 1.92035330467427 0.0589272914462364 2.36826966404507
"241" 2 1 31.2121212121212 5.31021948798858 198 5 "000111" "100111" "parity" 0.34325242500408 0.351095133339355 23.7889918123965 24.3252371384277 4.89318559898584 -0.0415750880731167 0.998290866073102 -0.00849652792277755 0.998290866073102 0.0540478270461743 0.0344426006637116 0.00428237668864562 1.08605119933367 -0.00062850098800582 0.982079234514863
"242" 2 1 31.2121212121212 5.31021948798858 198 5 "000111" "010111" "induced" -1.32879620317947 0.0270762009023938 132.292796271375 23.3394178066818 4.89318559898584 0.944244243672745 1.04045706073278 0.19297127087688 1.04045706073278 0.0735801454608763 0.0543797339678374 0.0238146951033475 1.47853872379846 0.0193086323161199 1.5505567663049
"243" 2 1 31.2121212121212 5.31021948798858 198 5 "000111" "001111" "case" 0.859529962591941 0.295324929441611 29.9462509676769 24.962511361455 4.89318559898584 -0.678849311100365 0.972805247786543 -0.13873361174795 0.972805247786543 0.055156226396616 0.0355739720214162 0.00539077603908723 1.1083236663259 0.00050287036969876 1.0143385963376
"244" 2 1 31.2121212121212 5.31021948798858 198 6 "100111" "110111" "induced" -2.16058164744584 0.00178583199139805 261.042291494946 23.4926109462826 4.89318559898584 0.832626192145064 1.03544204575851 0.170160353679949 1.03544204575851 0.101039369717014 0.0776289366367282 0.04699154267084 1.86944369901669 0.0431863359730166 2.25386396906193
"245" 2 1 31.2121212121212 5.31021948798858 198 6 "100111" "101111" "case" 0.966342867951479 0.242833062359213 37.2975915231618 25.1398429306033 4.89318559898584 -0.814605792175634 0.967597021412413 -0.166477599448602 0.967597021412413 0.0607619550655953 0.0363026309787619 0.00671412801942098 1.12422567911352 0.00186003031505022 1.05400377088859
"246" 2 1 31.2121212121212 5.31021948798858 198 6 "010111" "110111" "parity" 1.00609798389419 0.0163767339657173 152.538487035968 23.4926109462826 4.89318559898584 -0.153193139600798 0.99347909264104 -0.0313074451197082 0.99347909264104 0.101039369717014 0.0776289366367282 0.0274592242561381 1.3731879583024 0.0232492026688909 1.42753432156622
"247" 2 1 31.2121212121212 5.31021948798858 198 6 "010111" "011111" "case" 1.36844757915092 0.101458251412552 71.5853508783784 24.4901135509808 4.89318559898584 -1.15069574429899 0.953013866517866 -0.235162905845526 0.953013866517867 0.0864665863940444 0.0626766537480559 0.0128864409331682 1.17513475751445 0.00829691978021851 1.15257374714495
"248" 2 1 31.2121212121212 5.31021948798858 198 7 "110111" "111111" "case" 2.1174686434716 0.0135583673825867 157.238875044313 26.1708741213681 4.89318559898584 -2.67826317508547 0.897662448618836 -0.547345511611202 0.897662448618836 0.12934473458278 0.101994307396899 0.0283053648657654 1.28014193818748 0.0243653707601704 1.31386969622153
"249" 2 1 31.2121212121212 5.31021948798858 198 6 "001111" "101111" "parity" 0.395629145940897 0.285746865192531 31.1403323678815 25.1398429306033 4.89318559898584 -0.177331569148386 0.992946194228902 -0.0362405156234296 0.992946194228902 0.0607619550655953 0.0363026309787619 0.00560572866897937 1.101633651089 0.00072865895734564 1.0204829237766
"250" 2 1 31.2121212121212 5.31021948798858 198 6 "001111" "011111" "induced" -1.56893948289745 0.0110730823550902 173.931896182076 24.4901135509808 4.89318559898584 0.472397810474117 1.01928932707849 0.0965419767793048 1.01928932707849 0.0864665863940444 0.0626766537480559 0.0313103599974284 1.56766682644825 0.0271026817266397 1.76186830389149
"251" 2 1 31.2121212121212 5.31021948798858 198 7 "101111" "111111" "induced" -2.78557300345001 0.0001443475528854 380.983575016097 26.1708741213681 4.89318559898584 -1.03103119076478 0.96060386879004 -0.210707558482651 0.96060386879004 0.12934473458278 0.101994307396899 0.0685827795171845 2.12871252156298 0.0656916764181368 2.80955690116698
"252" 2 1 31.2121212121212 5.31021948798858 198 7 "011111" "111111" "parity" 1.31260814363918 0.00247606615665188 238.192011201902 26.1708741213681 4.89318559898584 -1.68076057038728 0.935777438590981 -0.343490050885385 0.935777438590981 0.12934473458278 0.101994307396899 0.0428781481887354 1.49589269077111 0.0393176536488428 1.62730939349267
"253" 2 2 31.5606060606061 5.2899544331627 198 2 "000000" "100000" "parity" 0.459652251448953 0.128934982141801 64.6229278968885 26.4610044050676 5.14301587056641 -0.460664643818763 0.982590810357503 -0.0895709162507465 0.982590810357503 0.0117224001593951 0.00668016750714717 0.0117224001593951 Inf 0.00668016750714717 Inf
"254" 2 2 31.5606060606061 5.2899544331627 198 2 "000000" "010000" "induced" -0.792753914090725 0.133089027075931 63.2521532060837 25.893106904648 5.14301587056641 0.107232856600874 1.00414136692811 0.0208501897135047 1.00414136692811 0.0114737458508251 0.00643024455414565 0.0114737458508251 Inf 0.00643024455414565 Inf
"255" 2 2 31.5606060606061 5.2899544331627 198 2 "000000" "001000" "case" -0.22669683257918 0.775428664669376 2.29444672973932 26.1237557584816 5.14301587056641 -0.123415997232748 0.995275717688768 -0.0239968143864884 0.995275717688768 0.000416205572631301 -0.00468371174587556 0.000416205572631301 Inf -0.00468371174587556 -Inf
"256" 2 2 31.5606060606061 5.2899544331627 198 2 "000000" "000100" "spontaneous" -0.688652852197822 0.179764998413115 50.5116432952909 26.0597366567866 5.14301587056641 -0.0593968955376987 0.997720740761122 -0.0115490399082043 0.997720740761122 0.00916265657849594 0.00410736401001888 0.00916265657849594 Inf 0.00410736401001888 Inf
"257" 2 2 31.5606060606061 5.2899544331627 198 2 "000000" "000010" "stratum" -0.0458048634315268 0.00300059999056684 242.831707429907 24.8575251949294 5.14301587056641 1.14281456631947 1.04597459149122 0.222207085313467 1.04597459149122 0.0440489240974103 0.0391716226897441 0.0440489240974103 Inf 0.0391716226897441 Inf
"258" 2 2 31.5606060606061 5.2899544331627 198 2 "000000" "000001" "pooled.stratum" -0.0497071523336658 0.0237509460054964 142.300280051201 24.6986429202636 5.14301587056641 1.30169684098526 1.052703172607 0.253099907475475 1.052703172607 0.0258128326871199 0.0208424899967482 0.0258128326871199 Inf 0.0208424899967482 Inf
"259" 2 2 31.5606060606061 5.2899544331627 198 3 "100000" "110000" "induced" -1.34238507251019 0.0192853684727977 151.233074340047 26.229892698711 5.14301587056641 0.231111706356653 1.00881100464311 0.0449370004240723 1.00881100464311 0.0391556142282189 0.029300800015175 0.0274332140688238 3.34023866237299 0.0226206325080278 4.38623731872379
"260" 2 2 31.5606060606061 5.2899544331627 198 3 "100000" "101000" "case" -0.245789184353999 0.756327419146731 2.69652176497766 26.6010511121356 5.14301587056641 -0.140046707068006 0.994735294237899 -0.0272304637186709 0.994735294237899 0.0122115409055104 0.0020803772224901 0.000489140746115325 1.04172701319391 -0.00459979028465707 0.311425906650438
"261" 2 2 31.5606060606061 5.2899544331627 198 3 "100000" "100100" "spontaneous" -1.03325166745479 0.0544932304142381 102.592569969518 26.7427302423992 5.14301587056641 -0.281725837331567 0.989465330025096 -0.0547783332623739 0.989465330025096 0.0303323764898134 0.0203870675307346 0.0186099763304183 2.58755682090437 0.0137069000235874 3.0518796884842
"262" 2 2 31.5606060606061 5.2899544331627 198 3 "100000" "100010" "stratum" -0.0425555576277388 0.00857032142341383 190.163098244383 25.1645294535207 5.14301587056641 1.29647495154691 1.05151993618405 0.252084571421734 1.05151993618405 0.0462174007066902 0.0364350150729126 0.034495000547295 3.94265680050586 0.0297548475657654 5.45420680453453
"263" 2 2 31.5606060606061 5.2899544331627 198 3 "100000" "100001" "pooled.stratum" -0.0530871137570809 0.0157026245761049 161.039321725842 24.9476485105214 5.14301587056641 1.51335589454627 1.06066126408299 0.294254564370926 1.06066126408299 0.0409344373125225 0.0310978674388048 0.0292120371531274 3.49198429979503 0.0244176999316577 4.65525264232266
"264" 2 2 31.5606060606061 5.2899544331627 198 3 "010000" "110000" "parity" 0.773520460803888 0.0187532057440771 152.603849030852 26.229892698711 5.14301587056641 -0.336785794062983 0.987160229821316 -0.0654841055401789 0.987160229821316 0.0391556142282189 0.029300800015175 0.0276818683773938 3.4126269430487 0.0228705554610293 4.55671627547734
"265" 2 2 31.5606060606061 5.2899544331627 198 3 "010000" "011000" "case" -0.199539386088014 0.801164602334482 1.77670958788894 25.9988940925623 5.14301587056641 -0.105787187914277 0.995931088932566 -0.0205690961444827 0.995931088932566 0.011796035499934 0.00166061022301034 0.000322289649108904 1.02808931392582 -0.00476963433113531 0.258249932646765
"266" 2 2 31.5606060606061 5.2899544331627 198 3 "010000" "010100" "spontaneous" -0.966751278836046 0.068325797227705 92.3068946363346 25.9479087292073 5.14301587056641 -0.0548018245592807 0.997888006115206 -0.0106555814600755 0.997888006115206 0.0282179323433462 0.018250936777637 0.0167441864925211 2.45934786339345 0.0118206922234914 2.83829590367141
"267" 2 2 31.5606060606061 5.2899544331627 198 3 "010000" "010010" "stratum" -0.0487716100900003 0.00159056015502858 272.315095505434 24.6807904140901 5.14301587056641 1.21231649055789 1.04911984058119 0.235720931272252 1.04911984058119 0.0608708657716666 0.0512387720872735 0.0493971199208415 5.30523044200855 0.0448085275331278 7.96840177007565
"268" 2 2 31.5606060606061 5.2899544331627 198 3 "010000" "010001" "pooled.stratum" -0.0460837660717121 0.0373489051381456 120.098378281463 24.8120439591746 5.14301587056641 1.08106294547344 1.04357008827053 0.210200196281794 1.04357008827053 0.0332592219121383 0.023343931880468 0.0217854760613133 2.89872395158087 0.0169136873263224 3.63033344749197
"269" 2 2 31.5606060606061 5.2899544331627 198 4 "110000" "111000" "case" -0.212681502699786 0.785958630731846 2.01835114131245 26.3481619747203 5.14301587056641 -0.118269276009329 0.995511289321707 -0.0229960939234477 0.995511289321707 0.0395217369111525 0.0246689802654487 0.000366122682933567 1.0093504517845 -0.00463181974972626 0.841921730897196
"270" 2 2 31.5606060606061 5.2899544331627 198 4 "110000" "110100" "spontaneous" -2.03394249360072 0.000581875396127357 314.21120063066 26.1531241998013 5.14301587056641 0.0767684989097326 1.00293534716247 0.0149267474263652 1.00293534716247 0.0961525586290279 0.082175536339786 0.0569969444008089 2.45565190392881 0.052874736324611 2.80454923746884
"271" 2 2 31.5606060606061 5.2899544331627 198 4 "110000" "110010" "stratum" -0.0417095299698015 0.00917947377095722 182.581637961558 25.1406000026159 5.14301587056641 1.08929269609513 1.04332803099297 0.211800376181839 1.04332803099297 0.0722753612220128 0.0579291039213223 0.0331197469937939 1.84584925167449 0.0286283039061473 1.97704854104054
"272" 2 2 31.5606060606061 5.2899544331627 198 4 "110000" "110001" "pooled.stratum" -0.0480836343271198 0.0279764363034031 130.567129771185 24.9881668739848 5.14301587056641 1.24172582472618 1.04969255371905 0.241439236427912 1.04969255371905 0.0628400895785712 0.0483479260153533 0.0236844753503523 1.60488070018024 0.0190471260001783 1.65005481045957
"273" 2 2 31.5606060606061 5.2899544331627 198 3 "001000" "101000" "parity" 0.461137676746976 0.128642451611831 65.0250029321269 26.6010511121356 5.14301587056641 -0.477295353654021 0.982057274667756 -0.092804565582929 0.982057274667756 0.0122115409055104 0.0020803772224901 0.0117953353328791 29.3401667553551 0.00676408896836567 -0.444172770521599
"274" 2 2 31.5606060606061 5.2899544331627 198 3 "001000" "011000" "induced" -0.789709957177299 0.13561586718749 62.7344160642333 25.9988940925623 5.14301587056641 0.124861665919344 1.00480257604323 0.0242779079555104 1.00480257604323 0.011796035499934 0.00166061022301034 0.0113798299273027 28.3418490179217 0.0063443219688859 -0.354550047720733
"275" 2 2 31.5606060606061 5.2899544331627 198 3 "001000" "001100" "spontaneous" -0.739603682678055 0.183654313724837 49.8573201076897 25.9597512709294 5.14301587056641 0.164004487552194 1.00631764479715 0.0318887772621492 1.00631764479715 0.00946016993942699 -0.000699212932989024 0.00904396436679569 22.7295609706008 0.00398449881288654 0.149286072868328
"276" 2 2 31.5606060606061 5.2899544331627 198 3 "001000" "001010" "stratum" -0.0457066311971289 0.00319746581450972 240.811859844681 24.8788336432245 5.14301587056641 1.24492211525714 1.05003940832235 0.242060718183246 1.05003940832235 0.0440987355367889 0.0342946200038329 0.0436825299641576 105.954216946187 0.0389783317497084 -7.32210303805148
"277" 2 2 31.5606060606061 5.2899544331627 198 3 "001000" "001001" "pooled.stratum" -0.0495114976062972 0.0250562272338767 140.403136674456 24.7289616898979 5.14301587056641 1.3947940685837 1.05640326051997 0.271201587489965 1.05640326051997 0.0258849022921343 0.0158939782130793 0.025468696719503 62.1925894179812 0.0205776899589548 -3.39345781197473
"278" 2 2 31.5606060606061 5.2899544331627 198 4 "101000" "111000" "induced" -1.3395894881607 0.0198475746062718 150.554903716382 26.3481619747203 5.14301587056641 0.25288913741533 1.00959798021805 0.0491713702192955 1.00959798021805 0.0395217369111525 0.0246689802654487 0.027310196005642 3.23642505208481 0.0225886030429586 11.8579361467538
"279" 2 2 31.5606060606061 5.2899544331627 198 4 "101000" "101100" "spontaneous" -1.14561870516457 0.0506184799855801 106.47050925314 26.5580728909109 5.14301587056641 0.0429782212247538 1.00161827333637 0.00835661843291646 1.00161827333637 0.0315249634825751 0.0165485453920995 0.0193134225770646 2.58157129608021 0.0144681681696094 7.95458881841233
"280" 2 2 31.5606060606061 5.2899544331627 198 4 "101000" "101010" "stratum" -0.0424104333360137 0.00914344964976125 187.892336993189 25.1961731654791 5.14301587056641 1.40487794665651 1.05575759213234 0.273162281045381 1.05575759213234 0.0462946323530585 0.031546611203879 0.034083091447548 3.79105574892421 0.0294662339813889 15.1638899247894
"281" 2 2 31.5606060606061 5.2899544331627 198 4 "101000" "101001" "pooled.stratum" -0.05286752869547 0.0166888882399563 158.854486485729 24.9833515001728 5.14301587056641 1.61769961196283 1.06475110482882 0.314542994358808 1.06475110482882 0.0410272556727531 0.0261977802450123 0.0288157147672426 3.35971160316382 0.0241174030225222 12.5928028637301
"282" 2 2 31.5606060606061 5.2899544331627 198 4 "011000" "111000" "parity" 0.774152153734972 0.0189445144954027 152.845490584275 26.3481619747203 5.14301587056641 -0.349267882158035 0.986744127256651 -0.067911103319144 0.986744127256651 0.0395217369111525 0.0246689802654487 0.0277257014112185 3.35042539600475 0.0230083700424384 14.8553705882462
"283" 2 2 31.5606060606061 5.2899544331627 198 4 "011000" "011100" "spontaneous" -1.08785997713998 0.0607806385683915 98.0925835060134 25.7466134139486 5.14301587056641 0.252280678613641 1.00979859659822 0.0490530624370518 1.00979859659822 0.0295897281404333 0.0145833837302338 0.0177936926404993 2.50844685408066 0.0129227735072235 8.78194264262519
"284" 2 2 31.5606060606061 5.2899544331627 198 4 "011000" "011010" "stratum" -0.0487248836712764 0.00169058975165105 270.594808786122 24.6891301893962 5.14301587056641 1.30976390316609 1.05305022465832 0.254668454488328 1.05305022465832 0.0608811007063118 0.0463586435007394 0.0490850652063778 5.161149329082 0.044698033277729 27.9166314035456
"285" 2 2 31.5606060606061 5.2899544331627 198 4 "011000" "011001" "pooled.stratum" -0.0459181123901214 0.0390222724550906 118.620482065732 24.8383983083214 5.14301587056641 1.16049578424088 1.04672184453424 0.225644993802649 1.04672184453424 0.0333134257378617 0.0183646642801998 0.0215173902379277 2.82412050540608 0.0167040540571894 11.0589854414533
