"dataset" "k_fold" "response_mean" "response_sd" "num_training_samples" "superset_num_coefficients" "superset_predictor_matrix" "added_predictor" "added_predictor_coefficient" "added_predictor_pvalue" "superset_anova_pvalue" "superset_mse" "superset_test_sd" "mse_diff" "mse_ratio" "std_mse_diff" "std_mse_ratio" "superset_r_sq" "superset_r_sq_adj" "r_sq_diff" "r_sq_ratio" "r_sq_adj_diff" "r_sq_adj_ratio" "aic_diff" "aic_ratio" "aic_corrected_diff" "aic_corrected_ratio" "bic_diff" "bic_ratio" "superset_normality_pvalue" "normality_pvalue_diff" "normality_pvalue_ratio" "added_predictor_vif" "mean_vif" "max_vif" "null_ptransform_pvalue" "response_est_ptransform" "added_predictor_est_ptransform"
"1" 1 1 0.240195055786419 0.230578720230437 1488 2 "100" "SMI" 0.922304059090908 0 77.6857560887176 0.000835823017384466 0.210314492487838 -0.0437021276666587 0.0187665351581594 -0.207794180751409 0.0187665351581594 0.982634435681364 0.982622749568094 0.982634435681364 Inf 0.982622749568094 Inf -6029.25995061012 2.38118601592164 -6029.24916532343 2.38118865537195 -6023.95476239473 2.38164984080667 1.1049238524165e-17 1.1049238524165e-17 2.57137269553621e+21 0 0 0 1 0.615433067604624 0.773123093289954
"2" 1 1 0.240195055786419 0.230578720230437 1488 2 "010" "CAC" 1.04992946679869 0 73.9360242882337 0.00329483624379038 0.210314492487838 -0.0412431144402527 0.0739781735168799 -0.19610210381787 0.0739781735168799 0.935204690806164 0.935161086964176 0.935204690806164 Inf 0.935161086964176 Inf -4069.94483603546 1.93234508698465 -4069.93405074876 1.93234606579817 -4064.63964782006 1.93226276488746 2.03630456183657e-21 2.03630456183657e-21 473887674580551168 0 0 0 1 0.43434635603779 0.265390777663761
"3" 1 1 0.240195055786419 0.230578720230437 1488 2 "001" "FTSE" 0.883884724091231 0 75.2725584692804 0.00242269342942209 0.210314492487838 -0.042115257254621 0.0543961586065989 -0.200248954584318 0.0543961586065989 0.952110293285747 0.952078066026854 0.952110293285747 Inf 0.952078066026854 Inf -4519.81577693531 2.03540175689611 -4519.80499164862 2.03540311700217 -4514.51058871992 2.03544483354409 8.89363601568313e-26 8.8936360156827e-26 20697220686068.3 0 0 0 1 0.504168266654732 0.813905548523123
"4" 1 1 0.240195055786419 0.230578720230437 1488 3 "110" "CAC" 0.294251332432629 7.82194960803453e-184 0.591176559532842 0.000508922839931187 0.210314492487838 -0.000326900177453279 0.608888280588102 -0.0015543397584557 0.608888280588102 0.990112131390487 0.990098814395727 0.00747769570912327 1.00760984496125 0.00747606482763263 1.00760827574053 -836.012688737148 1.08042808152652 -835.999193497237 1.08042699164094 -830.707500521756 1.07999935970939 1.43630875568073e-10 1.43630864518834e-10 12999165.0785661 9.82325719826158 9.82325719826158 9.82325719826158 1 0.713195372195542 0.432327282097958
"5" 1 1 0.240195055786419 0.230578720230437 1488 3 "101" "FTSE" -0.281537216204601 2.55754373978319e-38 0.146515490852951 0.000761550248740999 0.210314492487838 -7.42727686434662e-05 0.911138163105525 -0.000353150977685293 0.911138163105525 0.98448768618598 0.984466794180843 0.0018532505046156 1.00188600199354 0.00184404461274845 1.00187665572933 -165.928292084031 1.01596302829261 -165.914796844119 1.01596177135419 -160.623103868638 1.01546843558768 6.19485620149689e-10 6.19485609100451e-10 56065910.6774514 52.1234917109661 52.1234917109661 52.1234917109661 1 0.596037241869887 0.912601068747912
"6" 1 1 0.240195055786419 0.230578720230437 1488 3 "110" "SMI" 0.683315839461636 0 4.34090836001668 0.000508922839931187 0.210314492487838 -0.0027859134038592 0.154460738645306 -0.0132464166919942 0.154460738645306 0.990112131390487 0.990098814395727 0.0549074405843233 1.05871168218478 0.0549377274315508 1.05874680650998 -2795.32780331181 1.3313875747497 -2795.3143080719 1.33138703309356 -2790.02261509642 1.33117521584752 1.43630875568073e-10 1.43630875566036e-10 70535065461.195 9.82325719826158 9.82325719826158 9.82325719826158 1 0.713195372195542 0.855859461001641
"7" 1 1 0.240195055786419 0.230578720230437 1488 3 "011" "FTSE" 0.506743863050685 0 3.90444277353196 0.00078834647254508 0.210314492487838 -0.0025064897712453 0.239267269816774 -0.011917817652962 0.239267269816774 0.984591349501206 0.984570597109962 0.0493866586950417 1.05280839497551 0.0494095101457852 1.05283529312173 -2135.2205593372 1.25313151533646 -2135.20706409729 1.25313072378601 -2129.91537112181 1.25282059684804 2.35048774939117e-06 2.35048774939117e-06 1154290862694544 6.33670304163838 6.33670304163838 6.33670304163838 1 0.61530559620535 0.916893861799582
"8" 1 1 0.240195055786419 0.230578720230437 1488 4 "111" "FTSE" -0.0182952339266781 0.339568487105721 0.000480456787103178 0.000509372838965172 0.210314492487838 4.49999033985226e-07 1.00088421858615 2.13964824136506e-06 1.00088421858615 0.990118208609886 0.990098231942655 6.07721939815953e-06 1.00000613791025 -5.82453072217604e-07 0.999999411722281 1.08517367021159 0.999903373060367 1.10138434537475 0.999901929262834 6.39036188560567 0.999430176528548 1.13684203413401e-10 -2.99466721546716e-11 0.791502544030106 67.122329784455 61.2754609395441 104.054096410483 1 0.666674822316883 0.959161390223881
"9" 1 1 0.240195055786419 0.230578720230437 1488 3 "101" "SMI" 1.20869247538838 0 2.55971311029008 0.000761550248740999 0.210314492487838 -0.00166114318068109 0.314340328616262 -0.00789837714477593 0.314340328616262 0.98448768618598 0.984466794180843 0.032377392900233 1.03400592675928 0.0323887281539887 1.03401898364191 -1675.37246575884 1.18855992310477 -1675.35897051893 1.18855897587663 -1670.06727754345 1.18818756377227 6.19485620149689e-10 6.19485620149689e-10 6965493292701456 52.1234917109661 52.1234917109661 52.1234917109661 1 0.596037241869887 0.751733459355862
"10" 1 1 0.240195055786419 0.230578720230437 1488 3 "011" "CAC" 0.492553642957503 0 2.56790859248526 0.00078834647254508 0.210314492487838 -0.00163434695687701 0.325400838162645 -0.0077709668865141 0.325400838162645 0.984591349501206 0.984570597109962 0.032481056215459 1.03411480418237 0.0324925310831073 1.03412801139165 -1685.34961843734 1.1896828322968 -1685.33612319743 1.18968188847287 -1680.04443022195 1.18931181552021 2.35048774939117e-06 2.35048774939117e-06 2.6428872794505e+19 6.33670304163838 6.33670304163838 6.33670304163838 1 0.61530559620535 0.371155581315656
